Year	Month	Day	Hour	Minute	Second	Catalog	Saros	Type	Gamma
15513	8	17	10	20	25	167140	615	A	-0.2449
15514	2	11	08	56	54	167146	620	T	-0.2483
15514	8	6	17	09	00	167152	625	A	0.4749
15515	1	31	17	09	27	167158	630	P	-1.0439
15515	6	27	21	13	33	167163	597	P	-1.4800
15515	7	27	06	36	57	167164	635	P	1.1407
15515	12	22	02	24	25	167169	602	P	1.1123
15516	6	16	13	06	59	167175	607	T	-0.8215
15516	12	10	05	30	15	167181	612	A	0.3466
15517	6	6	00	45	29	167187	617	A	-0.1120
15517	11	29	15	45	10	167193	622	T	-0.4009
15518	5	26	05	13	53	167199	627	A	0.6408
15518	10	20	22	16	22	167204	594	P	1.5129
15518	11	19	07	12	17	167205	632	P	-1.0862
15519	4	15	13	23	51	167210	599	P	-1.5358
15519	5	15	05	10	33	167211	637	P	1.3614
15519	10	10	12	52	15	167216	604	H	0.8695
15520	4	3	19	51	44	167222	609	H	-0.7342
15520	9	28	21	31	39	167228	614	A	0.1699
15521	3	24	09	16	18	167234	619	T	0.0339
15521	9	17	23	04	42	167240	624	A	-0.5484
15522	3	14	02	04	52	167246	629	T	0.7541
15522	9	6	22	44	55	167252	634	P	-1.2301
15523	2	2	07	28	51	167257	601	P	-1.1352
15523	3	3	17	35	53	167258	639	P	1.5145
15523	7	28	15	23	53	167263	606	H	0.9159
15524	1	22	13	37	31	167269	611	A	-0.4150
15524	7	17	06	05	11	167275	616	T	0.1957
15525	1	10	14	09	45	167281	621	A	0.3268
15525	7	6	22	12	30	167287	626	T	-0.4993
15525	12	30	16	05	04	167293	631	P	1.0476
15526	5	27	22	00	08	167298	598	P	1.5416
15526	6	26	11	04	36	167299	636	P	-1.2542
15526	11	20	14	56	35	167304	603	T	-0.9460
15527	5	17	00	43	42	167310	608	A	0.8636
15527	11	10	07	00	10	167316	613	T	-0.2338
15528	5	5	00	44	53	167322	618	A	0.1333
15528	10	29	22	30	07	167328	623	T	0.4772
15529	4	24	05	26	22	167334	628	A	-0.6089
15529	10	19	08	55	19	167340	633	P	1.2466
15530	3	15	09	15	13	167345	600	P	1.2695
15530	4	13	17	25	46	167346	638	P	-1.3007
15530	9	8	17	51	25	167351	605	A	-0.9911
15531	3	5	02	10	52	167357	610	T	0.5595
15531	8	28	18	26	04	167363	615	A	-0.2751
15532	2	22	16	32	52	167369	620	T	-0.1804
15532	8	17	01	32	54	167375	625	H	0.4458
15533	2	11	00	25	18	167381	630	A	-0.9749
15533	7	8	05	41	19	167386	597	P	-1.5133
15533	8	6	15	10	43	167387	635	P	1.1112
15534	1	1	09	40	46	167392	602	P	1.1763
15534	6	27	21	24	46	167398	607	T	-0.8616
15534	12	21	13	09	25	167404	612	A	0.4031
15535	6	17	08	41	03	167410	617	A	-0.1586
15535	12	10	23	47	22	167416	622	T	-0.3497
15536	6	5	12	46	35	167422	627	A	0.5875
15536	11	29	15	26	15	167428	632	P	-1.0401
15537	5	25	12	36	20	167434	637	P	1.3030
15537	10	20	21	10	43	167439	604	H	0.9070
15538	4	15	03	30	55	167445	609	H	-0.7959
15538	10	10	05	33	58	167451	614	A	0.2069
15539	4	4	17	08	04	167457	619	T	-0.0301
15539	9	29	06	56	57	167463	624	A	-0.5123
15540	3	24	09	56	13	167469	629	T	0.6894
15540	9	17	06	45	31	167475	634	P	-1.1961
15541	2	12	14	59	33	167480	601	P	-1.2068
15541	3	14	01	15	41	167481	639	P	1.4528
15541	8	7	23	50	33	167486	606	T	0.9430
15542	2	1	20	48	55	167492	611	A	-0.4895
15542	7	28	14	38	32	167498	616	T	0.2265
15543	1	21	21	17	53	167504	621	A	0.2539
15543	7	18	06	39	08	167510	626	T	-0.4661
15544	1	10	23	31	36	167516	631	A	0.9809
15544	7	6	19	13	23	167522	636	P	-1.2198
15544	11	30	23	06	04	167527	603	T	-0.9903
15545	5	27	08	09	09	167533	608	A	0.9218
15545	11	20	15	19	31	167539	613	T	-0.2759
15546	5	16	08	09	35	167545	618	A	0.1944
15546	11	10	06	45	31	167551	623	T	0.4383
15547	5	5	13	07	01	167557	628	A	-0.5481
15547	10	30	16	56	35	167563	633	P	1.2107
15548	3	25	17	07	05	167568	600	P	1.3302
15548	4	24	01	19	58	167569	638	P	-1.2404
15548	9	19	01	44	23	167574	605	P	-1.0253
15549	3	15	10	00	57	167580	610	T	0.6250
15549	9	8	02	30	42	167586	615	A	-0.3064
15550	3	5	00	07	57	167592	620	H	-0.1124
15550	8	28	09	57	16	167598	625	H	0.4170
15551	2	22	07	38	09	167604	630	A	-0.9036
15551	8	17	23	46	04	167610	635	P	1.0830
15552	1	12	16	52	57	167615	602	P	1.2434
15552	7	8	05	46	20	167621	607	T	-0.8983
15552	12	31	20	43	25	167627	612	A	0.4642
15553	6	27	16	41	23	167633	617	A	-0.2006
15553	12	21	07	45	54	167639	622	T	-0.2950
15554	6	16	20	23	15	167645	627	A	0.5377
15554	12	10	23	37	33	167651	632	T	-0.9919
15555	6	5	20	06	25	167657	637	P	1.2477
15555	11	1	05	26	15	167662	604	H	0.9462
15556	4	25	11	12	44	167668	609	H	-0.8556
15556	10	20	13	33	42	167674	614	A	0.2455
15557	4	15	01	02	55	167680	619	T	-0.0915
15557	10	9	14	45	42	167686	624	A	-0.4735
15558	4	4	17	50	47	167692	629	T	0.6275
15558	9	28	14	43	50	167698	634	P	-1.1598
15559	2	23	22	29	21	167703	601	P	-1.2783
15559	3	25	08	56	13	167704	639	P	1.3919
15559	8	19	08	17	52	167709	606	T	0.9698
15560	2	13	03	58	15	167715	611	A	-0.5653
15560	8	7	23	13	39	167721	616	T	0.2557
15561	2	1	04	22	20	167727	621	A	0.1778
15561	7	28	15	08	46	167733	626	T	-0.4357
15562	1	21	06	55	20	167739	631	A	0.9114
15562	7	18	03	24	51	167745	636	P	-1.1879
15562	12	12	07	11	14	167750	603	P	-1.0384
15563	6	7	15	39	26	167756	608	A	0.9757
15563	12	1	23	33	23	167762	613	T	-0.3231
15564	5	26	15	39	19	167768	618	A	0.2517
15564	11	20	14	55	59	167774	623	T	0.3953
15565	5	15	20	53	01	167780	628	A	-0.4908
15565	11	10	00	52	43	167786	633	P	1.1710
15566	4	6	01	01	22	167791	600	P	1.3891
15566	5	5	09	18	41	167792	638	P	-1.1832
15566	9	30	09	36	34	167797	605	P	-1.0598
15567	3	26	17	50	55	167803	610	T	0.6903
15567	9	19	10	36	39	167809	615	A	-0.3369
15568	3	15	07	42	03	167815	620	H	-0.0441
15568	9	7	18	22	54	167821	625	H	0.3887
15569	3	4	14	49	56	167827	630	A	-0.8316
15569	8	28	08	22	31	167833	635	P	1.0558
15570	1	23	00	04	08	167838	602	P	1.3114
15570	7	19	14	09	18	167844	607	T	-0.9335
15571	1	12	04	16	54	167850	612	A	0.5263
15571	7	9	00	43	52	167856	617	A	-0.2405
15572	1	1	15	40	51	167862	622	T	-0.2370
15572	6	27	04	03	55	167868	627	A	0.4915
15572	12	21	07	43	42	167874	632	T	-0.9394
15573	6	16	03	42	42	167880	637	P	1.1971
15573	11	11	13	34	55	167885	604	A	0.9907
15574	5	6	19	00	52	167891	609	H	-0.9105
15574	10	31	21	27	46	167897	614	A	0.2883
15575	4	26	09	00	25	167903	619	T	-0.1509
15575	10	20	22	31	23	167909	624	A	-0.4321
15576	4	15	01	46	28	167915	629	T	0.5665
15576	10	8	22	40	43	167921	634	P	-1.1220
15577	3	6	05	56	33	167926	601	P	-1.3513
15577	4	4	16	37	14	167927	639	P	1.3316
15577	8	29	16	47	57	167932	606	T	0.9949
15578	2	23	11	05	49	167938	611	A	-0.6420
15578	8	19	07	50	11	167944	616	T	0.2839
15579	2	12	11	26	36	167950	621	A	0.1013
15579	8	8	23	40	28	167956	626	T	-0.4072
15580	2	1	14	17	27	167962	631	A	0.8397
15580	7	28	11	38	48	167968	636	P	-1.1583
15580	12	22	15	13	26	167973	603	P	-1.0893
15581	1	21	00	14	44	167974	641	P	1.5220
15581	6	17	23	13	52	167979	608	P	1.0262
15581	12	12	07	43	32	167985	613	T	-0.3733
15582	6	6	23	14	52	167991	618	A	0.3047
15582	12	1	23	01	54	167997	623	T	0.3489
15583	5	27	04	43	10	168003	628	A	-0.4365
15583	11	21	08	43	22	168009	633	P	1.1271
15584	4	16	08	58	24	168014	600	P	1.4455
15584	5	15	17	21	43	168015	638	P	-1.1294
15584	10	10	17	24	23	168020	605	P	-1.0979
15585	4	6	01	43	00	168026	610	T	0.7535
15585	9	29	18	40	07	168032	615	A	-0.3695
15586	3	26	15	16	50	168038	620	H	0.0232
15586	9	19	02	46	54	168044	625	H	0.3589
15587	3	15	22	01	11	168050	630	A	-0.7595
15587	9	8	16	59	19	168056	635	P	1.0288
15588	2	3	07	11	01	168061	602	P	1.3826
15588	3	3	22	52	46	168062	640	P	-1.5110
15588	7	29	22	36	02	168067	607	T	-0.9653
15589	1	22	11	46	51	168073	612	A	0.5915
15589	7	19	08	49	51	168079	617	A	-0.2768
15590	1	11	23	33	11	168085	622	T	-0.1767
15590	7	8	11	48	59	168091	627	A	0.4493
15591	1	1	15	47	18	168097	632	T	-0.8850
15591	6	27	11	22	50	168103	637	P	1.1494
15591	11	22	21	40	39	168108	604	P	1.0370
15592	5	17	02	53	03	168114	609	H	-0.9624
15592	11	11	05	17	07	168120	614	A	0.3346
15593	5	6	17	02	32	168126	619	T	-0.2065
15593	10	31	06	13	03	168132	624	A	-0.3873
15594	4	26	09	45	38	168138	629	T	0.5087
15594	10	20	06	34	17	168144	634	P	-1.0811
15595	3	17	13	24	36	168149	601	P	-1.4227
15595	4	16	00	20	33	168150	639	P	1.2732
15595	9	10	01	17	13	168155	606	P	1.0207
15596	3	5	18	11	28	168161	611	A	-0.7197
15596	8	29	16	27	27	168167	616	T	0.3114
15597	2	22	18	29	26	168173	621	A	0.0235
15597	8	19	08	12	24	168179	626	T	-0.3792
15598	2	11	21	38	37	168185	631	A	0.7666
15598	8	8	19	54	22	168191	636	P	-1.1302
15599	1	2	23	11	36	168196	603	P	-1.1437
15599	2	1	07	58	09	168197	641	P	1.4555
15599	6	29	06	52	30	168202	608	P	1.0732
15599	12	23	15	49	01	168208	613	T	-0.4275
15600	6	17	06	56	07	168214	618	A	0.3531
15600	12	12	07	01	42	168220	623	T	0.2978
15601	6	6	12	39	54	168226	628	A	-0.3872
15601	12	1	16	29	19	168232	633	P	1.0799
15602	4	27	16	58	21	168237	600	P	1.4998
15602	5	27	01	28	50	168238	638	P	-1.0786
15602	10	22	01	10	23	168243	605	P	-1.1374
15603	4	17	09	36	33	168249	610	T	0.8151
15603	10	11	02	43	08	168255	615	A	-0.4033
15604	4	5	22	51	31	168261	620	H	0.0902
15604	9	29	11	11	01	168267	625	H	0.3286
15605	3	26	05	13	31	168273	630	A	-0.6883
15605	9	19	01	34	20	168279	635	?	1.0002
15606	2	13	14	18	58	168284	602	P	1.4527
15606	3	15	05	55	25	168285	640	P	-1.4367
15606	8	10	07	03	19	168290	607	T	-0.9962
15607	2	2	19	16	41	168296	612	A	0.6571
15607	7	30	16	57	04	168302	617	A	-0.3116
15608	1	23	07	23	25	168308	622	T	-0.1143
15608	7	18	19	37	19	168314	627	A	0.4099
15609	1	11	23	46	11	168320	632	T	-0.8265
15609	7	7	19	09	23	168326	637	P	1.1065
15609	12	3	05	39	54	168331	604	P	1.0884
15610	5	28	10	51	02	168337	609	P	-1.0099
15610	11	22	13	00	26	168343	614	A	0.3854
15611	5	18	01	08	44	168349	619	T	-0.2590
15611	11	11	13	49	56	168355	624	A	-0.3387
15612	5	6	17	47	11	168361	629	T	0.4531
15612	10	30	14	25	30	168367	634	P	-1.0378
15613	3	27	20	52	02	168372	601	P	-1.4938
15613	4	26	08	05	52	168373	639	P	1.2170
15613	9	20	09	46	23	168378	606	P	1.0470
15614	3	17	01	17	38	168384	611	A	-0.7965
15614	9	10	01	05	18	168390	616	T	0.3387
15615	3	6	01	32	15	168396	621	A	-0.0546
15615	8	30	16	45	23	168402	626	T	-0.3522
15616	2	23	05	00	17	168408	631	A	0.6929
15616	8	19	04	10	46	168414	636	P	-1.1031
15617	1	13	07	07	22	168419	603	P	-1.2004
15617	2	11	15	41	20	168420	641	P	1.3882
15617	7	9	14	35	32	168425	608	P	1.1164
15618	1	2	23	51	54	168431	613	T	-0.4837
15618	6	28	14	41	34	168437	618	A	0.3985
15618	12	23	14	57	41	168443	623	T	0.2437
15619	6	17	20	41	19	168449	628	A	-0.3413
15619	12	13	00	08	20	168455	633	P	1.0271
15620	6	6	09	41	00	168461	638	P	-1.0316
15620	11	1	08	51	06	168466	605	P	-1.1812
15621	4	27	17	33	43	168472	610	T	0.8735
15621	10	21	10	41	32	168478	615	A	-0.4413
15622	4	17	06	28	55	168484	620	H	0.1544
15622	10	10	19	32	42	168490	625	H	0.2959
15623	4	6	12	25	37	168496	630	A	-0.6170
15623	9	30	10	09	01	168502	635	T	0.9714
15624	2	24	21	25	05	168507	602	P	1.5240
15624	3	25	12	58	07	168508	640	P	-1.3622
15624	8	20	15	32	52	168513	607	P	-1.0250
15625	2	13	02	44	42	168519	612	A	0.7245
15625	8	10	01	07	14	168525	617	A	-0.3433
15626	2	2	15	12	36	168531	622	T	-0.0506
15626	7	30	03	28	20	168537	627	A	0.3728
15627	1	23	07	43	45	168543	632	T	-0.7671
15627	7	19	02	59	44	168549	637	P	1.0662
15627	12	14	13	34	32	168554	604	P	1.1429
15628	1	12	23	41	49	168555	642	P	-1.5097
15628	6	7	18	53	29	168560	609	P	-1.0539
15628	12	2	20	39	06	168566	614	A	0.4395
15629	5	28	09	19	24	168572	619	T	-0.3076
15629	11	21	21	21	55	168578	624	A	-0.2861
15630	5	18	01	52	49	168584	629	T	0.4011
15630	11	10	22	12	54	168590	634	A	-0.9910
15631	5	7	15	53	09	168596	639	P	1.1627
15631	10	1	18	13	51	168601	606	P	1.0750
15632	3	27	08	24	25	168607	611	A	-0.8725
15632	9	20	09	41	06	168613	616	T	0.3678
15633	3	16	08	36	19	168619	621	A	-0.1320
15633	9	10	01	17	24	168625	626	T	-0.3244
15634	3	5	12	22	52	168631	631	A	0.6195
15634	8	30	12	26	47	168637	636	P	-1.0760
15635	1	24	15	00	38	168642	603	P	-1.2592
15635	2	22	23	24	01	168643	641	P	1.3198
15635	7	20	22	22	41	168648	608	P	1.1560
15636	1	14	07	49	31	168654	613	T	-0.5443
15636	7	8	22	33	06	168660	618	A	0.4393
15637	1	2	22	48	31	168666	623	T	0.1857
15637	6	28	04	48	18	168672	628	A	-0.2994
15637	12	23	07	42	58	168678	633	A	0.9708
15638	6	17	17	57	44	168684	638	T	-0.9880
15638	11	12	16	29	35	168689	605	P	-1.2270
15639	5	9	01	32	20	168695	610	T	0.9306
15639	11	1	18	39	11	168701	615	A	-0.4804
15640	4	27	14	08	09	168707	620	A	0.2166
15640	10	21	03	52	01	168713	625	T	0.2609
15641	4	16	19	41	16	168719	630	A	-0.5489
15641	10	10	18	41	09	168725	635	T	0.9406
15642	4	5	20	04	39	168731	640	P	-1.2901
15642	9	1	00	00	55	168736	607	P	-1.0548
15643	2	24	10	14	24	168742	612	A	0.7909
15643	8	21	09	17	28	168748	617	A	-0.3748
15644	2	13	22	59	47	168754	622	T	0.0152
15644	8	9	11	21	49	168760	627	A	0.3378
15645	2	2	15	38	05	168766	632	T	-0.7047
15645	7	29	10	53	39	168772	637	P	1.0285
15645	12	24	21	23	07	168777	604	P	1.2017
15646	1	23	07	30	00	168778	642	P	-1.4531
15646	6	19	03	02	05	168783	609	P	-1.0933
15646	12	14	04	11	33	168789	614	A	0.4983
15647	6	8	17	34	01	168795	619	T	-0.3530
15647	12	3	04	49	22	168801	624	A	-0.2297
15648	5	28	10	02	20	168807	629	T	0.3526
15648	11	21	05	56	28	168813	634	A	-0.9405
15649	5	17	23	44	26	168819	639	P	1.1119
15649	10	12	02	40	31	168824	606	P	1.1043
15650	4	7	15	32	40	168830	611	A	-0.9467
15650	10	1	18	16	21	168836	616	T	0.3974
15651	3	27	15	42	35	168842	621	A	-0.2080
15651	9	21	09	48	59	168848	626	T	-0.2967
15652	3	15	19	46	47	168854	631	A	0.5464
15652	9	9	20	42	25	168860	636	P	-1.0490
15653	2	3	22	53	07	168865	603	P	-1.3189
15653	3	5	07	08	21	168866	641	P	1.2522
15653	7	31	06	11	40	168871	608	P	1.1942
15654	1	24	15	45	51	168877	613	T	-0.6060
15654	7	20	06	28	21	168883	618	A	0.4775
15655	1	14	06	35	21	168889	623	T	0.1245
15655	7	9	12	59	17	168895	628	A	-0.2603
15656	1	3	15	11	49	168901	633	A	0.9099
15656	6	28	02	19	33	168907	638	T	-0.9483
15656	11	23	00	01	24	168912	605	P	-1.2782
15657	5	19	09	36	13	168918	610	T	0.9830
15657	11	12	02	32	08	168924	615	A	-0.5237
15658	5	8	21	50	15	168930	620	A	0.2760
15658	11	1	12	08	28	168936	625	T	0.2230
15659	4	28	02	58	45	168942	630	A	-0.4826
15659	10	22	03	10	54	168948	635	T	0.9074
15660	4	16	03	12	48	168954	640	P	-1.2185
15660	9	11	08	29	57	168959	607	P	-1.0836
15661	3	6	17	44	23	168965	612	A	0.8577
15661	8	31	17	27	45	168971	617	A	-0.4059
15662	2	24	06	47	38	168977	622	T	0.0808
15662	8	20	19	16	52	168983	627	A	0.3041
15663	2	13	23	31	03	168989	632	T	-0.6412
15663	8	9	18	50	39	168995	637	A	0.9930
15664	1	5	05	08	10	169000	604	P	1.2628
15664	2	3	15	15	41	169001	642	P	-1.3948
15664	6	29	11	15	00	169006	609	P	-1.1295
15664	12	24	11	39	02	169012	614	A	0.5607
15665	6	19	01	53	35	169018	619	T	-0.3945
15665	12	13	12	12	55	169024	624	A	-0.1699
15666	6	8	18	14	57	169030	629	T	0.3068
15666	12	2	13	36	35	169036	634	A	-0.8865
15667	5	29	07	38	52	169042	639	P	1.0637
15667	10	23	11	03	16	169047	606	P	1.1368
15668	4	17	22	43	24	169053	611	P	-1.0184
15668	10	12	02	48	13	169059	616	T	0.4299
15669	4	6	22	52	22	169065	621	A	-0.2811
15669	10	1	18	16	47	169071	626	T	-0.2660
15670	3	27	03	13	51	169077	631	A	0.4752
15670	9	21	04	56	25	169083	636	P	-1.0208
15671	2	15	06	43	13	169088	603	P	-1.3808
15671	3	16	14	52	26	169089	641	P	1.1837
15671	8	11	14	04	20	169094	608	P	1.2294
15672	2	4	23	38	30	169100	613	T	-0.6709
15672	7	30	14	28	26	169106	618	A	0.5122
15673	1	24	14	17	55	169112	623	T	0.0598
15673	7	19	21	15	52	169118	628	H	-0.2251
15674	1	13	22	37	28	169124	633	A	0.8465
15674	7	9	10	44	34	169130	638	T	-0.9109
15674	12	4	07	31	03	169135	605	P	-1.3312
15675	5	30	17	42	35	169141	610	P	1.0331
15675	11	23	10	22	25	169147	615	A	-0.5699
15676	5	19	05	35	19	169153	620	A	0.3326
15676	11	11	20	21	52	169159	625	T	0.1820
15677	5	8	10	20	17	169165	630	A	-0.4193
15677	11	1	11	36	24	169171	635	T	0.8706
15678	4	27	10	26	14	169177	640	P	-1.1506
15678	9	22	16	56	13	169182	607	P	-1.1146
15679	3	18	01	16	01	169188	612	A	0.9235
15679	9	12	01	36	44	169194	617	A	-0.4377
15680	3	6	14	35	29	169200	622	T	0.1466
15680	8	31	03	11	48	169206	627	A	0.2705
15681	2	24	07	22	41	169212	632	T	-0.5766
15681	8	20	02	50	20	169218	637	A	0.9594
15682	1	15	12	48	16	169223	604	P	1.3275
15682	2	13	22	58	44	169224	642	P	-1.3345
15682	7	10	19	32	32	169229	609	P	-1.1624
15683	1	4	19	01	25	169235	614	A	0.6268
15683	6	30	10	17	36	169241	619	T	-0.4325
15683	12	24	19	30	44	169247	624	A	-0.1053
15684	6	19	02	32	21	169253	629	T	0.2652
15684	12	12	21	13	19	169259	634	A	-0.8291
15685	6	8	15	37	03	169265	639	P	1.0191
15685	11	2	19	23	54	169270	606	P	1.1714
15685	12	2	05	42	04	169271	644	P	-1.4999
15686	4	29	05	57	22	169276	611	P	-1.0871
15686	10	23	11	18	40	169282	616	T	0.4636
15687	4	18	06	04	27	169288	621	A	-0.3526
15687	10	13	02	43	22	169294	626	T	-0.2346
15688	4	6	10	44	21	169300	631	A	0.4061
15688	10	1	13	07	24	169306	636	A	-0.9905
15689	2	25	14	34	17	169311	603	P	-1.4421
15689	3	26	22	40	09	169312	641	P	1.1177
15689	8	21	21	57	48	169317	608	P	1.2641
15690	2	15	07	30	50	169323	613	T	-0.7358
15690	8	10	22	30	19	169329	618	A	0.5459
15691	2	4	21	58	00	169335	623	T	-0.0065
15691	7	31	05	35	34	169341	628	H	-0.1922
15692	1	25	05	56	52	169347	633	A	0.7782
15692	7	19	19	14	00	169353	638	T	-0.8771
15692	12	14	14	54	40	169358	605	P	-1.3888
15693	1	13	07	22	04	169359	643	P	1.5374
15693	6	10	01	53	31	169364	610	P	1.0793
15693	12	3	18	07	56	169370	615	A	-0.6205
15694	5	30	13	24	10	169376	620	A	0.3856
15694	11	23	04	31	32	169382	625	T	0.1374
15695	5	19	17	44	19	169388	630	A	-0.3581
15695	11	12	19	59	14	169394	635	T	0.8314
15696	5	7	17	43	41	169400	640	P	-1.0853
15696	10	3	01	20	47	169405	607	P	-1.1466
15696	11	1	12	03	04	169406	645	P	1.5334
15697	3	28	08	50	17	169411	612	A	0.9875
15697	9	22	09	44	58	169417	617	A	-0.4695
15698	3	17	22	24	48	169423	622	T	0.2115
15698	9	11	11	06	59	169429	627	A	0.2370
15699	3	7	15	14	36	169435	632	T	-0.5124
15699	8	31	10	51	30	169441	637	A	0.9264
15700	1	26	20	24	28	169446	604	P	1.3946
15700	2	25	06	39	50	169447	642	P	-1.2728
15700	7	22	03	54	03	169452	609	P	-1.1924
15701	1	16	02	20	17	169458	614	A	0.6955
15701	7	11	18	44	38	169464	619	T	-0.4680
15702	1	5	02	45	44	169470	624	A	-0.0382
15702	7	1	10	52	50	169476	629	T	0.2264
15702	12	25	04	46	12	169482	634	A	-0.7681
15703	6	20	23	38	33	169488	639	A	0.9775
15703	11	15	03	40	20	169493	606	P	1.2097
15703	12	14	13	39	18	169494	644	P	-1.4464
15704	5	10	13	15	59	169499	611	P	-1.1516
15704	11	3	19	43	29	169505	616	T	0.5021
15705	4	29	13	22	31	169511	621	A	-0.4195
15705	10	24	11	05	40	169517	626	T	-0.1996
15706	4	18	18	18	18	169523	631	A	0.3393
15706	10	13	21	15	35	169529	636	A	-0.9582
15707	3	9	22	24	30	169534	603	P	-1.5043
15707	4	8	06	29	18	169535	641	P	1.0521
15707	9	3	05	53	21	169540	608	P	1.2969
15708	2	27	15	20	02	169546	613	T	-0.8031
15708	8	22	06	36	06	169552	618	A	0.5767
15709	2	16	05	35	18	169558	623	T	-0.0747
15709	8	11	13	57	56	169564	628	H	-0.1611
15710	2	5	13	14	38	169570	633	A	0.7088
15710	8	1	03	46	07	169576	638	T	-0.8452
15710	12	26	22	15	38	169581	605	P	-1.4488
15711	1	25	14	29	44	169582	643	P	1.4670
15711	6	22	10	06	57	169587	610	P	1.1234
15711	7	21	19	56	03	169588	648	P	-1.5148
15711	12	16	01	51	10	169593	615	A	-0.6736
15712	6	10	21	16	42	169599	620	A	0.4353
15712	12	4	12	37	20	169605	625	T	0.0890
15713	5	31	01	13	41	169611	630	A	-0.3014
15713	11	24	04	17	58	169617	635	T	0.7887
15714	5	20	01	05	38	169623	640	P	-1.0231
15714	10	15	09	41	32	169628	607	P	-1.1817
15714	11	13	20	21	12	169629	645	P	1.4978
15715	4	9	16	27	59	169634	612	P	1.0489
15715	10	4	17	49	28	169640	617	A	-0.5044
15716	3	29	06	15	28	169646	622	T	0.2756
15716	9	22	19	00	21	169652	627	A	0.2021
15717	3	18	23	06	57	169658	632	T	-0.4483
15717	9	11	18	52	13	169664	637	A	0.8925
15718	2	7	03	57	23	169669	604	P	1.4637
15718	3	8	14	20	11	169670	642	P	-1.2105
15718	8	2	12	19	30	169675	609	P	-1.2196
15718	9	1	00	28	30	169676	647	P	1.5385
15719	1	27	09	33	40	169681	614	A	0.7680
15719	7	23	03	15	50	169687	619	T	-0.5001
15720	1	16	09	56	26	169693	624	A	0.0324
15720	7	11	19	17	44	169699	629	T	0.1916
15721	1	4	12	16	12	169705	634	A	-0.7042
15721	7	1	07	44	20	169711	639	A	0.9399
15721	11	25	11	54	37	169716	606	P	1.2500
15721	12	24	21	34	53	169717	644	P	-1.3910
15722	5	21	20	37	09	169722	611	P	-1.2135
15722	11	15	04	06	44	169728	616	T	0.5419
15723	5	10	20	44	12	169734	621	A	-0.4838
15723	11	4	19	24	22	169740	626	T	-0.1621
15724	4	29	01	56	40	169746	631	A	0.2756
15724	10	24	05	19	25	169752	636	A	-0.9226
15725	4	18	14	22	45	169758	641	T	0.9900
15725	9	13	13	46	27	169763	608	P	1.3316
15726	3	9	23	10	33	169769	613	T	-0.8691
15726	9	2	14	41	54	169775	618	A	0.6079
15727	2	27	13	10	02	169781	623	H	-0.1445
15727	8	22	22	22	18	169787	628	H	-0.1311
15728	2	16	20	28	25	169793	633	A	0.6361
15728	8	11	12	20	38	169799	638	T	-0.8152
15729	1	6	05	31	17	169804	605	P	-1.5131
15729	2	4	21	33	55	169805	643	P	1.3932
15729	7	2	18	25	21	169810	610	P	1.1632
15729	8	1	04	28	18	169811	648	P	-1.4867
15729	12	26	09	30	36	169816	615	A	-0.7303
15730	6	22	05	12	14	169822	620	A	0.4821
15730	12	15	20	39	59	169828	625	T	0.0375
15731	6	11	08	46	52	169834	630	A	-0.2482
15731	12	5	12	32	18	169840	635	T	0.7423
15732	5	30	08	33	13	169846	640	A	-0.9650
15732	10	25	17	59	32	169851	607	P	-1.2184
15732	11	24	04	35	29	169852	645	P	1.4596
15733	4	20	00	09	28	169857	612	P	1.1078
15733	10	15	01	51	04	169863	617	A	-0.5413
15734	4	9	14	09	06	169869	622	T	0.3375
15734	10	4	02	52	40	169875	627	A	0.1661
15735	3	30	06	59	37	169881	632	T	-0.3847
15735	9	23	02	53	33	169887	637	A	0.8587
15736	2	18	11	28	09	169892	604	P	1.5335
15736	3	18	22	00	33	169893	642	P	-1.1487
15736	8	12	20	46	49	169898	609	P	-1.2455
15736	9	11	08	48	41	169899	647	P	1.5069
15737	2	6	16	45	09	169904	614	A	0.8413
15737	8	2	11	49	31	169910	619	T	-0.5299
15738	1	26	17	05	27	169916	624	A	0.1045
15738	7	23	03	44	17	169922	629	T	0.1585
15739	1	15	19	43	33	169928	634	A	-0.6374
15739	7	12	15	53	04	169934	639	A	0.9050
15739	12	6	20	03	08	169939	606	P	1.2952
15740	1	5	05	25	16	169940	644	P	-1.3309
15740	6	1	04	04	09	169945	611	P	-1.2703
15740	11	25	12	24	08	169951	616	T	0.5866
15741	5	21	04	11	39	169957	621	A	-0.5433
15741	11	15	03	37	37	169963	626	T	-0.1205
15742	5	10	09	39	51	169969	631	A	0.2155
15742	11	4	13	19	11	169975	636	A	-0.8843
15743	4	29	22	18	14	169981	641	T	0.9293
15743	9	24	21	40	39	169986	608	P	1.3654
15744	3	20	07	00	00	169992	613	T	-0.9357
15744	9	12	22	48	58	169998	618	A	0.6383
15745	3	9	20	44	09	170004	623	H	-0.2145
15745	9	2	06	48	37	170010	628	H	-0.1023
15746	2	27	03	41	15	170016	633	A	0.5630
15746	8	22	20	56	29	170022	638	T	-0.7861
15747	2	16	04	37	27	170028	643	P	1.3184
15747	7	14	02	46	04	170033	610	P	1.2009
15747	8	12	13	01	55	170034	648	P	-1.4601
15748	1	6	17	07	13	170039	615	A	-0.7897
15748	7	2	13	11	36	170045	620	A	0.5252
15748	12	26	04	39	35	170051	625	T	-0.0168
15749	6	21	16	23	48	170057	630	A	-0.1981
