Year	Month	Day	Hour	Minute	Second	Catalog	EclipseType	Magnitude1	Magnitude2	Latitude	Longitude
9786	10	02	12	15	24	0	T	—	—	6N	164W
9787	3	27	21	05	28	0	T	—	—	3S	145E
9787	9	22	01	25	06	0	P	—	—	3N	20E
9788	3	16	06	13	40	0	P	—	—	0N	91W
9788	8	11	15	22	10	0	Pen	—	—	13S	170W
9789	2	04	12	29	31	0	P	—	—	16N	40W
9789	7	31	15	14	15	0	T	—	—	16S	179E
9790	1	25	03	53	08	0	T	—	—	18N	171W
9790	7	20	19	54	54	0	T	—	—	18S	117W
9791	1	14	13	53	54	0	P	—	—	20N	32W
9791	7	10	07	39	38	0	P	—	—	20S	53E
9792	1	03	16	51	44	0	Pen	—	—	21N	2E
9792	5	30	13	20	47	0	Pen	—	—	23S	88E
9792	11	23	03	12	05	0	P	—	—	21N	112E
9793	5	20	02	15	47	0	T	—	—	20S	87W
9793	11	12	12	00	17	0	T	—	—	19N	123W
9794	5	09	08	25	09	0	T	—	—	17S	8W
9794	11	02	02	58	16	0	P	—	—	15N	91E
9795	4	28	08	25	52	0	Pen	—	—	13S	19W
9795	9	23	11	53	13	0	Pen	—	—	4N	173W
9795	10	22	20	00	05	0	Pen	—	—	12N	24W
9796	3	17	17	53	39	0	Pen	—	—	1S	90E
9796	9	11	23	16	22	0	T	—	—	1S	19W
9797	3	07	05	02	41	0	T	—	—	4N	115W
9797	9	01	03	18	51	0	T	—	—	6S	30E
9798	2	24	20	49	20	0	T	—	—	9N	114E
9798	8	21	03	15	50	0	Pen	—	—	10S	19E
9799	2	14	12	39	53	0	P	—	—	13N	16W
9799	7	11	17	34	13	0	Pen	—	—	19S	156W
9800	1	05	10	48	34	0	P	—	—	21N	86W
9800	7	01	06	48	31	0	T	—	—	22S	29E
9800	12	25	12	23	45	0	T	—	—	22N	82W
9801	6	20	22	48	08	0	T	—	—	23S	102W
9801	12	14	13	27	41	0	P	—	—	23N	78W
9802	6	10	12	52	33	0	Pen	—	—	23S	98E
9802	11	04	11	13	46	0	Pen	—	—	15N	148W
9802	12	03	20	34	39	0	Pen	—	—	23N	31E
9803	5	01	03	42	37	0	Pen	—	—	14S	77W
9803	10	25	03	12	23	0	P	—	—	13N	82E
9804	4	19	03	04	01	0	P	—	—	11S	104W
9804	10	13	19	58	13	0	T	—	—	10N	33W
9805	4	08	05	10	45	0	T	—	—	7S	85W
9805	10	03	08	53	13	0	P	—	—	7N	151E
9806	3	28	14	34	13	0	P	—	—	4S	55E
9806	8	23	22	42	57	0	Pen	—	—	10S	39W
9807	2	16	20	37	14	0	Pen	—	—	12N	105E
9807	3	18	05	30	37	0	Pen	—	—	1S	91W
9807	8	12	22	46	42	0	P	—	—	13S	50W
9808	2	06	11	44	09	0	T	—	—	15N	40W
9808	8	01	03	54	17	0	T	—	—	16S	14E
9809	1	25	21	17	08	0	T	—	—	18N	84E
9809	7	21	16	02	29	0	P	—	—	18S	177W
9810	1	14	23	51	38	0	Pen	—	—	19N	118E
9810	6	11	22	00	54	0	Pen	—	—	24S	126W
9810	12	05	10	14	09	0	P	—	—	23N	132W
9811	6	01	10	44	23	0	T	—	—	22S	59E
9811	11	24	19	24	31	0	T	—	—	21N	8W
9812	5	20	16	33	36	0	T	—	—	20S	138E
9812	11	13	10	37	11	0	P	—	—	18N	138W
9813	5	09	16	23	57	0	Pen	—	—	16S	112E
9813	10	04	19	35	36	0	Pen	—	—	8N	42W
9813	11	03	03	39	53	0	Pen	—	—	15N	107E
9814	3	30	02	00	57	0	Pen	—	—	5S	139W
9814	9	24	06	43	37	0	P	—	—	3N	112E
9815	3	19	13	21	21	0	T	—	—	0N	16E
9815	9	13	10	31	09	0	T	—	—	1S	161E
9816	3	08	05	08	52	0	T	—	—	5N	115W
9816	9	01	10	32	52	0	P	—	—	6S	150E
9817	2	25	20	46	01	0	P	—	—	9N	115E
9817	7	23	01	44	58	0	Pen	—	—	17S	25W
9818	1	16	18	01	35	0	Pen	—	—	19N	30E
9818	7	12	15	18	08	0	T	—	—	20S	159E
9819	1	05	19	18	37	0	T	—	—	21N	34E
9819	7	02	07	24	05	0	T	—	—	22S	29E
9819	12	25	20	28	36	0	T	—	—	23N	38E
9820	6	20	21	20	44	0	P	—	—	24S	132W
9820	11	14	18	43	37	0	Pen	—	—	18N	17W
9820	12	14	03	57	10	0	Pen	—	—	24N	147E
9821	5	11	11	45	10	0	Pen	—	—	17S	53E
9821	11	04	10	53	19	0	P	—	—	16N	147W
9822	4	30	11	01	49	0	P	—	—	14S	27E
9822	10	25	03	36	43	0	T	—	—	14N	97E
9823	4	19	13	21	21	0	T	—	—	11S	46E
9823	10	14	16	15	53	0	P	—	—	11N	93W
9824	4	07	23	00	31	0	P	—	—	8S	174W
9824	9	03	05	56	41	0	Pen	—	—	6S	77E
9825	2	27	04	50	44	0	Pen	—	—	9N	124W
9825	3	28	14	00	40	0	Pen	—	—	5S	40E
9825	8	23	06	14	15	0	P	—	—	9S	66E
9826	2	16	19	39	56	0	T	—	—	12N	91E
9826	8	12	11	49	46	0	T	—	—	12S	145E
9827	2	06	04	44	41	0	T	—	—	15N	145W
9827	8	02	00	21	27	0	P	—	—	15S	46W
9828	1	26	06	55	35	0	Pen	—	—	17N	126W
9828	6	22	06	38	26	0	Pen	—	—	24S	20E
9828	12	15	17	19	40	0	P	—	—	24N	16W
9829	6	11	19	08	58	0	T	—	—	23S	171W
9829	12	05	02	52	22	0	T	—	—	22N	123E
9830	6	01	00	39	44	0	T	—	—	21S	91W
9830	11	24	18	17	08	0	P	—	—	20N	22W
9831	5	21	00	22	01	0	Pen	—	—	19S	118W
9831	10	16	03	13	06	0	Pen	—	—	12N	73E
9831	11	14	11	17	39	0	Pen	—	—	18N	138W
9832	4	09	10	14	09	0	Pen	—	—	9S	8W
9832	10	04	14	02	23	0	P	—	—	7N	132W
9833	3	29	21	47	48	0	P	—	—	4S	162E
9833	9	23	17	35	13	0	T	—	—	3N	83W
9834	3	19	13	34	36	0	T	—	—	0N	31E
9834	9	12	17	43	43	0	P	—	—	2S	94W
9835	3	09	04	57	30	0	P	—	—	5N	114W
9835	8	03	09	51	50	0	Pen	—	—	14S	106E
9835	9	01	21	55	00	0	Pen	—	—	7S	45W
9836	1	28	01	17	11	0	Pen	—	—	16N	146E
9836	7	22	23	44	35	0	T	—	—	18S	55W
9837	1	16	02	17	13	0	T	—	—	20N	150E
9837	7	12	15	56	00	0	T	—	—	21S	175E
9838	1	05	03	35	25	0	T	—	—	22N	169E
9838	7	02	05	45	36	0	P	—	—	23S	14E
9838	11	26	02	15	21	0	Pen	—	—	19N	99E
9838	12	25	11	23	51	0	Pen	—	—	24N	97W
9839	5	22	19	47	25	0	Pen	—	—	19S	176W
9839	11	15	18	34	16	0	P	—	—	18N	16W
9840	5	10	19	01	20	0	P	—	—	17S	158E
9840	11	04	11	12	20	0	T	—	—	17N	147W
9841	4	29	21	36	08	0	T	—	—	15S	168W
9841	10	24	23	34	39	0	P	—	—	14N	38E
9842	4	19	07	30	25	0	P	—	—	12S	29W
9842	9	14	13	03	38	0	Pen	—	—	2S	167W
9842	10	14	04	43	49	0	Pen	—	—	11N	102E
9843	3	10	13	10	07	0	Pen	—	—	5N	7E
9843	4	08	22	35	19	0	Pen	—	—	9S	174W
9843	9	03	13	34	53	0	P	—	—	5S	163W
9844	2	28	03	41	11	0	T	—	—	8N	138W
9844	8	22	19	38	47	0	T	—	—	9S	84W
9845	2	16	12	18	25	0	T	—	—	11N	29W
9845	8	12	08	33	30	0	P	—	—	11S	100E
9846	2	05	14	06	34	0	Pen	—	—	14N	10W
9846	7	03	15	12	23	0	Pen	—	—	23S	151E
9846	8	02	00	49	14	0	Pen	—	—	14S	30W
9846	12	27	00	28	39	0	Pen	—	—	23N	100E
9847	6	23	03	31	32	0	T	—	—	23S	25W
9847	12	16	10	21	56	0	T	—	—	23N	121W
9848	6	11	08	45	01	0	T	—	—	22S	39E
9848	12	05	01	57	12	0	T	—	—	22N	108E
9849	5	31	08	21	33	0	Pen	—	—	21S	13E
9849	10	26	10	47	25	0	Pen	—	—	15N	156W
9849	11	24	18	55	26	0	Pen	—	—	20N	7W
9850	4	20	18	32	06	0	Pen	—	—	13S	138E
9850	10	15	21	17	51	0	P	—	—	11N	16W
9851	4	10	06	18	17	0	P	—	—	8S	68W
9851	10	05	00	34	07	0	T	—	—	7N	33E
9852	3	29	22	04	39	0	T	—	—	4S	162E
9852	9	23	00	49	58	0	P	—	—	2N	22E
9853	3	19	13	14	09	0	P	—	—	1N	16E
9853	8	13	17	52	04	0	Pen	—	—	11S	123W
9853	9	12	05	27	27	0	Pen	—	—	3S	71E
9854	2	07	08	39	15	0	Pen	—	—	13N	83W
9854	8	03	08	05	08	0	T	—	—	15S	76E
9855	1	27	09	21	35	0	P	—	—	17N	94W
9855	7	24	00	22	27	0	T	—	—	18S	54W
9856	1	16	10	47	51	0	T	—	—	20N	75W
9856	7	12	14	03	59	0	P	—	—	21S	145E
9857	1	04	18	55	17	0	P	—	—	23N	34E
9857	6	02	03	49	32	0	Pen	—	—	21S	45W
9857	11	26	02	14	55	0	P	—	—	20N	99E
9858	5	22	03	02	26	0	P	—	—	20S	71W
9858	11	15	18	46	04	0	T	—	—	19N	16W
9859	5	11	05	54	40	0	T	—	—	18S	37W
9859	11	05	06	48	23	0	P	—	—	17N	153E
9860	4	29	16	05	13	0	P	—	—	15S	102E
9860	9	24	20	04	59	0	Pen	—	—	2N	52W
9860	10	24	11	37	58	0	Pen	—	—	15N	142W
9861	3	20	21	34	59	0	Pen	—	—	0N	153E
9861	4	19	07	14	09	0	Pen	—	—	13S	43W
9861	9	13	20	51	04	0	P	—	—	1S	48W
9862	3	10	11	47	36	0	P	—	—	4N	8W
9862	9	03	03	24	37	0	T	—	—	5S	31E
9863	2	27	19	56	03	0	T	—	—	7N	102E
9863	8	23	16	41	57	0	P	—	—	8S	129W
9864	2	16	21	23	28	0	Pen	—	—	11N	106E
9864	7	13	23	40	50	0	Pen	—	—	21S	63W
9864	8	12	09	05	54	0	Pen	—	—	11S	101E
9865	1	06	07	43	58	0	Pen	—	—	22N	130W
9865	7	03	11	48	28	0	T	—	—	22S	106E
9865	12	26	17	56	58	0	T	—	—	23N	10E
9866	6	22	16	44	58	0	T	—	—	22S	170E
9866	12	16	09	40	27	0	T	—	—	22N	121W
9867	6	11	16	18	46	0	P	—	—	22S	144E
9867	11	06	18	16	59	0	Pen	—	—	18N	40W
9867	12	06	02	31	46	0	Pen	—	—	21N	124E
9868	5	01	02	54	23	0	Pen	—	—	16S	91W
9868	10	26	04	26	41	0	P	—	—	15N	99E
9869	4	20	14	53	57	0	P	—	—	12S	78E
9869	10	15	07	27	07	0	T	—	—	11N	133E
9870	4	10	06	40	27	0	T	—	—	8S	52W
9870	10	04	07	51	44	0	P	—	—	6N	137E
9871	3	30	21	35	08	0	P	—	—	3S	162E
9871	8	25	01	48	34	0	Pen	—	—	7S	7E
9871	9	23	12	56	35	0	Pen	—	—	1N	159W
9872	2	18	16	06	05	0	Pen	—	—	10N	32E
9872	8	13	16	20	38	0	P	—	—	11S	153W
9873	2	06	16	32	18	0	P	—	—	14N	36E
9873	8	03	08	44	00	0	T	—	—	15S	92E
9874	1	26	18	07	11	0	T	—	—	18N	40E
9874	7	23	22	17	28	0	P	—	—	19S	84W
9875	1	16	02	32	47	0	P	—	—	21N	165E
9875	6	13	11	49	11	0	Pen	—	—	21S	86E
9875	12	07	09	56	18	0	P	—	—	21N	130W
9876	6	01	11	03	33	0	P	—	—	21S	60E
9876	11	26	02	19	23	0	T	—	—	21N	100E
9877	5	21	14	13	37	0	T	—	—	20S	94E
9877	11	15	14	00	40	0	P	—	—	20N	91W
9878	5	11	00	41	54	0	P	—	—	19S	112W
9878	10	06	03	01	00	0	Pen	—	—	6N	64E
9878	11	04	18	28	47	0	Pen	—	—	18N	42W
9879	4	01	06	04	19	0	Pen	—	—	4S	76W
9879	4	30	15	55	26	0	Pen	—	—	16S	103E
9879	9	25	04	01	55	0	P	—	—	3N	68E
9880	3	20	19	59	57	0	P	—	—	0S	123E
9880	9	13	11	03	33	0	T	—	—	1S	162E
9881	3	10	03	41	02	0	T	—	—	3N	128W
9881	9	03	00	43	55	0	P	—	—	4S	2E
9882	2	27	04	47	16	0	P	—	—	7N	124W
9882	7	25	08	04	24	0	Pen	—	—	19S	67E
9882	8	23	17	17	22	0	Pen	—	—	7S	129W
9883	1	17	15	05	02	0	Pen	—	—	21N	14W
9883	7	14	20	01	23	0	P	—	—	20S	123W
9884	1	07	01	34	45	0	T	—	—	22N	141E
9884	7	03	00	42	11	0	T	—	—	21S	59W
9884	12	26	17	25	52	0	T	—	—	22N	5W
9885	6	22	00	13	58	0	P	—	—	22S	85W
9885	11	17	01	45	41	0	Pen	—	—	21N	91E
9885	12	16	10	10	16	0	Pen	—	—	22N	120W
9886	5	12	11	19	23	0	Pen	—	—	19S	40E
9886	6	11	01	59	39	0	Pen	—	—	21S	66W
9886	11	06	11	33	30	0	P	—	—	18N	130W
9887	5	01	23	31	46	0	P	—	—	16S	136W
9887	10	26	14	17	31	0	T	—	—	14N	111W
9888	4	20	15	19	09	0	T	—	—	12S	79E
9888	10	14	14	49	46	0	P	—	—	10N	107W
9889	4	10	06	00	34	0	P	—	—	7S	67W
9889	9	04	09	39	35	0	Pen	—	—	3S	138E
9889	10	03	20	22	16	0	Pen	—	—	5N	43W
9890	2	28	23	38	49	0	Pen	—	—	6N	163E
9890	8	25	00	30	05	0	P	—	—	7S	7W
9891	2	17	23	50	29	0	P	—	—	11N	152E
9891	8	14	16	58	22	0	T	—	—	12S	138W
9892	2	07	01	33	36	0	T	—	—	15N	171E
9892	8	03	06	23	19	0	P	—	—	16S	47E
9893	1	26	10	16	53	0	P	—	—	18N	80W
9893	6	23	19	44	58	0	Pen	—	—	21S	143W
9893	12	17	17	39	50	0	P	—	—	22N	1E
9894	1	16	01	09	07	0	Pen	—	—	21N	135E
9894	6	12	19	04	22	0	P	—	—	22S	169W
9894	12	07	09	51	50	0	T	—	—	22N	129W
9895	6	01	22	34	36	0	T	—	—	22S	120W
9895	11	26	21	10	30	0	P	—	—	22N	25E
9896	5	21	09	20	52	0	P	—	—	21S	19E
9896	10	16	09	52	16	0	Pen	—	—	10N	180E
9896	11	15	01	17	19	0	Pen	—	—	20N	74E
9897	4	11	14	38	49	0	Pen	—	—	8S	70E
9897	5	11	00	39	53	0	Pen	—	—	19S	111W
9897	10	05	11	10	36	0	P	—	—	7N	176W
9898	4	01	04	15	36	0	P	—	—	4S	106W
9898	9	24	18	40	36	0	T	—	—	3N	67W
9899	3	21	11	30	02	0	T	—	—	1S	3E
9899	9	14	08	41	34	0	P	—	—	0N	133E
9900	3	10	12	17	16	0	P	—	—	3N	8W
9900	8	05	16	21	21	0	Pen	—	—	16S	162W
9900	9	04	01	22	22	0	Pen	—	—	3S	2E
9901	1	28	22	33	27	0	Pen	—	—	18N	117E
9901	2	27	12	49	23	0	Pen	—	—	7N	4W
9901	7	26	04	05	57	0	P	—	—	18S	8E
9902	1	18	09	19	43	0	T	—	—	20N	104W
9902	7	15	08	32	38	0	T	—	—	20S	72E
9903	1	08	01	14	44	0	T	—	—	21N	126E
9903	7	04	08	04	50	0	P	—	—	21S	46E
9903	12	28	17	50	03	0	P	—	—	21N	11E
9904	5	23	19	46	07	0	Pen	—	—	22S	174W
9904	6	22	10	10	33	0	Pen	—	—	21S	65E
9904	11	17	18	36	08	0	P	—	—	20N	14W
9905	5	13	08	13	12	0	P	—	—	19S	5W
9905	11	06	21	04	36	0	T	—	—	17N	5E
9906	5	03	00	00	51	0	T	—	—	15S	135W
9906	10	26	21	45	56	0	P	—	—	13N	9E
9907	4	22	14	29	54	0	P	—	—	11S	64E
9907	9	16	17	26	00	0	Pen	—	—	1N	106W
9907	10	16	03	44	29	0	Pen	—	—	9N	88E
9908	3	12	07	17	11	0	Pen	—	—	2N	81W
9908	9	05	08	34	47	0	P	—	—	3S	124E
9909	3	01	07	15	36	0	P	—	—	7N	92W
9909	8	26	01	07	14	0	T	—	—	8S	7W
9910	2	18	09	07	55	0	T	—	—	11N	73W
9910	8	15	14	23	51	0	P	—	—	12S	178E
9911	2	07	18	06	37	0	P	—	—	15N	51E
9911	7	06	03	36	43	0	Pen	—	—	20S	12W
9911	12	30	01	26	06	0	Pen	—	—	21N	117E
9912	1	28	09	06	11	0	Pen	—	—	19N	94W
9912	6	24	03	01	35	0	P	—	—	22S	39W
9912	12	18	17	26	00	0	T	—	—	22N	14W
9913	6	13	06	53	42	0	T	—	—	23S	11E
9913	12	08	04	21	12	0	T	—	—	23N	141E
9914	6	02	17	58	42	0	P	—	—	23S	165E
9914	11	27	08	05	25	0	Pen	—	—	22N	170W
9915	4	23	23	16	39	0	Pen	—	—	11S	160W
9915	5	23	09	24	46	0	Pen	—	—	22S	19E
9915	10	17	18	14	06	0	P	—	—	10N	60W
9916	4	12	12	36	25	0	P	—	—	8S	40E
9916	10	06	02	12	20	0	T	—	—	7N	49E
9917	4	01	19	25	06	0	T	—	—	5S	119E
9917	9	25	16	33	44	0	P	—	—	4N	97W
9918	3	21	19	54	37	0	P	—	—	1S	123E
9918	8	17	00	32	58	0	Pen	—	—	12S	16W
9918	9	15	09	22	10	0	Pen	—	—	1N	133E
9919	2	09	06	07	46	0	Pen	—	—	15N	127W
9919	3	10	20	30	11	0	Pen	—	—	2N	127E
9919	8	06	12	05	45	0	P	—	—	15S	138E
9920	1	29	17	09	27	0	P	—	—	18N	27E
9920	7	25	16	17	28	0	T	—	—	17S	172W
9921	1	18	09	08	12	0	T	—	—	19N	103W
9921	7	14	15	52	24	0	P	—	—	19S	177E
9922	1	08	01	33	27	0	P	—	—	20N	141E
9922	6	04	04	12	34	0	Pen	—	—	23S	44W
9922	7	03	18	19	09	0	Pen	—	—	20S	164W
9922	11	29	01	39	12	0	P	—	—	22N	102E
9923	5	24	16	54	54	0	P	—	—	21S	141E
9923	11	18	03	50	06	0	T	—	—	20N	121E
9924	5	13	08	44	09	0	T	—	—	18S	10E
9924	11	06	04	41	13	0	P	—	—	17N	125E
9925	5	02	23	00	40	0	P	—	—	15S	150W
9925	9	27	01	07	58	0	Pen	—	—	5N	25E
9925	10	26	11	05	42	0	Pen	—	—	13N	156W
9926	3	23	15	01	43	0	Pen	—	—	2S	50E
9926	4	22	07	26	41	0	Pen	—	—	11S	41W
9926	9	16	16	34	01	0	P	—	—	1N	106W
9927	3	12	14	47	36	0	P	—	—	3N	39E
9927	9	06	09	09	21	0	T	—	—	4S	124E
9928	2	29	16	50	35	0	T	—	—	7N	58E
9928	8	25	22	14	52	0	P	—	—	9S	52W
9929	2	18	02	04	42	0	P	—	—	12N	178W
9929	7	16	11	23	16	0	Pen	—	—	18S	103E
9930	1	09	09	15	50	0	Pen	—	—	20N	112W
9930	2	07	17	08	52	0	Pen	—	—	16N	37E
9930	7	05	10	56	29	0	P	—	—	21S	92E
9930	12	30	01	01	12	0	T	—	—	22N	117E
9931	6	24	15	12	31	0	T	—	—	23S	141E
9931	12	19	11	30	28	0	T	—	—	23N	88W
9932	6	13	02	37	06	0	P	—	—	23S	49W
9932	12	07	14	53	48	0	Pen	—	—	23N	54W
9933	5	04	07	56	47	0	Pen	—	—	15S	14W
9933	6	02	18	09	04	0	Pen	—	—	23S	165E
9933	10	28	01	17	28	0	P	—	—	14N	55E
9934	4	23	20	59	42	0	P	—	—	12S	171E
9934	10	17	09	42	46	0	T	—	—	11N	180E
9935	4	13	03	23	02	0	T	—	—	9S	110W
9935	10	07	00	22	53	0	P	—	—	8N	19E
9936	4	01	03	37	35	0	P	—	—	5S	106W
9936	8	27	08	36	23	0	Pen	—	—	8S	115E
9936	9	25	17	15	30	0	Pen	—	—	5N	96W
9937	2	19	13	50	52	0	Pen	—	—	12N	4E
9937	3	21	04	19	29	0	Pen	—	—	2S	117W
9937	8	16	19	56	55	0	P	—	—	12S	91W
9938	2	09	01	06	14	0	P	—	—	15N	158E
9938	8	05	23	54	31	0	T	—	—	14S	42W
9939	1	29	17	06	51	0	T	—	—	17N	28E
9939	7	25	23	33	30	0	P	—	—	17S	53W
9940	1	19	09	19	26	0	P	—	—	19N	103W
9940	6	14	12	38	52	0	Pen	—	—	24S	102E
9940	7	14	02	23	42	0	Pen	—	—	19S	34W
9940	12	09	08	40	59	0	Pen	—	—	23N	143W
9941	6	04	01	36	46	0	P	—	—	23S	73W
9941	11	28	10	35	19	0	T	—	—	22N	124W
9942	5	24	17	29	02	0	T	—	—	20S	141E
9942	11	17	11	35	31	0	T	—	—	19N	120W
9943	5	14	07	33	36	0	P	—	—	18S	4W
9943	10	08	08	47	02	0	Pen	—	—	9N	156E
9943	11	06	18	25	29	0	Pen	—	—	16N	40W
9944	4	02	22	51	35	0	Pen	—	—	7S	179W
9944	5	02	15	38	09	0	Pen	—	—	14S	105E
9944	9	27	00	28	30	0	P	—	—	5N	10E
9945	3	22	22	26	49	0	P	—	—	2S	155E
9945	9	16	17	06	34	0	T	—	—	0N	105W
9946	3	12	00	39	18	0	T	—	—	3N	171W
9946	9	06	06	00	51	0	P	—	—	4S	79E
9947	3	01	10	08	49	0	P	—	—	8N	47W
9947	7	27	19	03	21	0	Pen	—	—	16S	126W
9947	8	26	11	48	02	0	Pen	—	—	9S	158E
9948	1	20	17	09	18	0	Pen	—	—	18N	19E
9948	2	19	01	17	19	0	Pen	—	—	12N	167E
9948	7	15	18	46	04	0	P	—	—	19S	137W
9949	1	09	08	40	24	0	T	—	—	21N	112W
9949	7	04	23	26	18	0	T	—	—	22S	88W
9949	12	29	18	43	20	0	T	—	—	22N	27E
9950	6	24	11	12	20	0	P	—	—	23S	82E
9950	12	18	21	42	46	0	Pen	—	—	24N	61E
9951	5	15	16	38	29	0	Pen	—	—	18S	132E
9951	6	14	02	52	13	0	Pen	—	—	24S	49W
9951	11	08	08	18	31	0	Pen	—	—	16N	171E
9952	5	04	05	26	18	0	P	—	—	15S	58W
9952	10	27	17	09	53	0	T	—	—	14N	64W
9953	4	23	11	26	00	0	T	—	—	13S	21E
9953	10	17	08	08	26	0	P	—	—	12N	150E
9954	4	12	11	25	43	0	P	—	—	9S	10E
9954	9	07	16	34	53	0	Pen	—	—	4S	114W
9954	10	07	01	05	13	0	Pen	—	—	9N	35E
9955	3	02	21	40	53	0	Pen	—	—	8N	134E
9955	4	01	12	15	15	0	Pen	—	—	6S	14E
9955	8	28	03	41	19	0	P	—	—	8S	40E
9956	2	20	09	08	55	0	P	—	—	11N	71W
9956	8	16	07	25	23	0	T	—	—	11S	74E
9957	2	09	01	10	59	0	T	—	—	14N	158E
9957	8	05	07	09	24	0	P	—	—	14S	63E
9958	1	29	17	10	36	0	P	—	—	16N	28E
9958	6	25	21	03	01	0	Pen	—	—	24S	127W
9958	7	25	10	24	40	0	Pen	—	—	16S	97E
9958	12	20	15	43	37	0	Pen	—	—	24N	27W
9959	6	15	10	17	11	0	P	—	—	23S	57E
9959	12	09	17	21	50	0	T	—	—	23N	23W
9960	6	04	02	12	02	0	T	—	—	22S	73W
9960	11	27	18	31	32	0	T	—	—	21N	4W
9961	5	24	16	06	14	0	P	—	—	20S	127E
9961	10	18	16	23	22	0	Pen	—	—	13N	89W
9961	11	17	01	46	16	0	Pen	—	—	18N	90E
9962	4	14	06	45	04	0	Pen	—	—	11S	48W
9962	5	13	23	49	20	0	Pen	—	—	17S	124W
9962	10	08	08	18	40	0	P	—	—	9N	141E
9963	4	03	06	12	31	0	P	—	—	6S	75W
9963	9	28	00	56	09	0	T	—	—	4N	26E
9964	3	22	08	36	40	0	T	—	—	1S	41W
9964	9	16	13	38	03	0	P	—	—	0S	150W
9965	3	11	18	20	26	0	P	—	—	4N	84E
9965	8	07	02	36	31	0	Pen	—	—	13S	5E
9965	9	05	19	09	15	0	Pen	—	—	5S	86W
9966	1	31	01	07	58	0	Pen	—	—	15N	149E
9966	3	01	09	32	06	0	Pen	—	—	8N	47W
9966	7	27	02	32	12	0	P	—	—	17S	6W
9967	1	20	16	21	12	0	P	—	—	19N	4E
9967	7	16	07	38	29	0	T	—	—	20S	58E
9968	1	10	01	57	12	0	T	—	—	21N	143E
9968	7	04	19	45	07	0	P	—	—	22S	133W
9968	12	29	04	35	02	0	Pen	—	—	23N	177E
9969	5	26	01	20	38	0	Pen	—	—	20S	97W
9969	6	24	11	33	04	0	Pen	—	—	24S	97E
9969	11	18	15	21	35	0	Pen	—	—	19N	73W
9970	5	15	13	52	19	0	P	—	—	18S	87E
9970	11	08	00	37	43	0	T	—	—	17N	66E
9971	5	04	19	30	17	0	T	—	—	16S	167E
9971	10	28	15	51	15	0	T	—	—	15N	79W
9972	4	22	19	18	28	0	P	—	—	13S	140E
9972	9	18	00	25	55	0	Pen	—	—	0S	2E
9972	10	17	08	50	12	0	Pen	—	—	12N	166E
9973	3	13	05	38	32	0	Pen	—	—	4N	95W
9973	4	11	20	16	30	0	Pen	—	—	10S	144E
9973	9	07	11	17	31	0	P	—	—	4S	156E
9974	3	02	17	19	14	0	P	—	—	7N	60E
9974	8	27	14	48	20	0	T	—	—	7S	155W
9975	2	20	09	20	18	0	T	—	—	10N	71W
9975	8	16	14	38	41	0	P	—	—	10S	166W
9976	2	10	01	06	31	0	P	—	—	13N	159E
9976	7	06	05	23	42	0	Pen	—	—	23S	4E
9976	8	04	18	19	26	0	Pen	—	—	13S	132W
9976	12	30	22	48	08	0	Pen	—	—	23N	89E
9977	1	29	12	05	54	0	Pen	—	—	15N	47W
9977	6	25	18	55	52	0	P	—	—	23S	157W
9977	12	20	00	09	47	0	P	—	—	23N	93E
9978	6	15	10	54	11	0	T	—	—	23S	73E
9978	12	09	01	29	08	0	T	—	—	22N	97E
9979	6	05	00	38	44	0	P	—	—	21S	88W
9979	11	28	09	06	46	0	P	—	—	20N	154W
9980	4	24	14	42	51	0	Pen	—	—	14S	82E
9980	5	24	08	01	58	0	Pen	—	—	19S	7E
9980	10	18	16	06	05	0	P	—	—	13N	88W
9981	4	13	14	02	58	0	P	—	—	10S	56E
9981	10	08	08	42	25	0	T	—	—	8N	156E
9982	4	02	16	39	38	0	T	—	—	5S	90E
9982	9	27	21	10	13	0	P	—	—	4N	34W
9983	3	23	02	37	14	0	P	—	—	1S	130W
9983	8	18	10	02	55	0	Pen	—	—	9S	121E
9983	9	17	02	23	42	0	Pen	—	—	1S	30E
9984	2	11	09	11	48	0	Pen	—	—	12N	80W
9984	3	11	17	52	48	0	Pen	—	—	4N	84E
9984	8	06	10	10	42	0	P	—	—	13S	110E
9985	1	31	00	07	46	0	P	—	—	16N	135E
9985	7	26	15	44	47	0	T	—	—	17S	171W
9986	1	20	09	15	33	0	T	—	—	19N	101W
9986	7	16	04	13	09	0	P	—	—	20S	2W
9987	1	09	11	30	46	0	P	—	—	22N	67W
9987	6	06	10	02	03	0	Pen	—	—	21S	49E
9987	7	05	20	10	01	0	Pen	—	—	23S	132W
9987	11	29	22	23	57	0	Pen	—	—	20N	43E
9988	5	25	22	19	37	0	P	—	—	20S	142W
9988	11	18	08	04	59	0	T	—	—	19N	178W
9989	5	15	03	36	17	0	T	—	—	19S	63W
9989	11	07	23	32	47	0	T	—	—	18N	52E
9990	5	04	03	15	15	0	P	—	—	16S	89W
9990	9	29	08	11	45	0	Pen	—	—	4N	132E
9990	10	28	16	31	35	0	Pen	—	—	16N	64W
9991	3	24	13	42	48	0	Pen	—	—	1S	36E
9991	4	23	04	23	31	0	Pen	—	—	14S	85W
9991	9	18	18	47	22	0	P	—	—	0N	73W
9992	3	13	01	35	45	0	P	—	—	3N	154W
9992	9	06	22	03	56	0	T	—	—	3S	39W
