Year	Month	Day	Hour	Minute	Second	EclipseType	Magnitude1	Magnitude2	Latitude	Longitude
15410	8	30	14	35	48	T	—	—	6S	13W
15411	2	23	19	45	41	T	—	—	7N	161E
15411	8	19	14	25	26	P	—	—	9S	25W
15412	2	13	11	05	08	Pen	—	—	10N	151E
15412	7	09	07	49	52	Pen	—	—	22S	65W
15412	8	07	19	55	29	Pen	—	—	12S	35W
15413	1	03	06	26	03	P	—	—	22N	112E
15413	6	28	22	48	00	P	—	—	22S	76W
15413	12	23	06	47	31	T	—	—	22N	100E
15414	6	18	14	55	23	T	—	—	22S	88W
15414	12	12	08	55	32	P	—	—	22N	88E
15415	6	08	03	34	07	P	—	—	21S	99W
15415	11	02	07	52	36	Pen	—	—	18N	46E
15415	12	01	17	57	15	Pen	—	—	20N	77E
15416	4	27	17	08	35	Pen	—	—	16S	141W
15416	5	27	09	18	25	Pen	—	—	20S	111W
15416	10	21	23	53	31	P	—	—	14N	36E
15417	4	16	17	21	59	P	—	—	12S	152W
15417	10	11	15	05	19	T	—	—	10N	26E
15418	4	05	22	33	10	T	—	—	7S	161W
15418	10	01	01	00	20	P	—	—	6N	16E
15419	3	26	10	55	37	P	—	—	3S	171W
15419	8	21	09	20	26	Pen	—	—	8S	23W
15419	9	20	03	38	35	Pen	—	—	1N	6E
15420	2	14	19	50	09	P	—	—	10N	153E
15420	3	15	03	26	21	Pen	—	—	2N	180E
15420	8	09	10	11	51	P	—	—	12S	34W
15421	2	03	09	56	18	T	—	—	14N	143E
15421	7	29	17	48	28	T	—	—	16S	44W
15422	1	23	17	24	34	P	—	—	17N	132E
15422	7	19	07	44	41	P	—	—	19S	55W
15423	1	12	18	34	07	Pen	—	—	20N	121E
15423	6	09	14	08	52	Pen	—	—	21S	97W
15423	7	08	23	54	40	Pen	—	—	22S	66W
15423	12	03	05	59	25	P	—	—	21N	79E
15424	5	29	01	10	07	P	—	—	20S	109W
15424	11	21	16	53	02	T	—	—	21N	67E
15425	5	18	05	00	05	T	—	—	19S	120W
15425	11	11	08	33	21	P	—	—	19N	56E
15426	5	07	04	57	04	P	—	—	18S	132W
15426	10	02	13	35	36	Pen	—	—	6N	18E
15426	11	01	00	28	47	Pen	—	—	17N	45E
15427	3	27	20	47	28	Pen	—	—	3S	169W
15427	4	26	08	27	44	Pen	—	—	15S	143W
15427	9	21	21	28	39	P	—	—	2N	7E
15428	3	16	10	44	06	T	—	—	0N	179W
15428	9	09	22	30	00	T	—	—	1S	3W
15429	3	06	03	36	34	T	—	—	3N	171E
15429	8	29	22	27	15	P	—	—	5S	14W
15430	2	23	18	44	21	P	—	—	6N	161E
15430	7	20	16	13	35	Pen	—	—	20S	53W
15430	8	19	04	15	53	Pen	—	—	9S	25W
15431	1	14	13	41	31	P	—	—	20N	123E
15431	7	10	07	16	10	P	—	—	21S	65W
15432	1	03	14	00	40	T	—	—	21N	112E
15432	6	28	23	16	47	T	—	—	22S	76W
15432	12	22	16	27	24	P	—	—	22N	100E
15433	6	18	11	35	57	P	—	—	22S	87W
15433	11	12	16	08	49	Pen	—	—	20N	57E
15433	12	12	01	54	20	Pen	—	—	21N	88E
15434	5	09	00	26	55	Pen	—	—	19S	130W
15434	6	07	16	55	55	Pen	—	—	21S	99W
15434	11	02	08	18	23	P	—	—	17N	47E
15435	4	28	00	40	53	P	—	—	15S	141W
15435	10	22	23	26	52	T	—	—	14N	36E
15436	4	16	06	08	12	T	—	—	11S	151W
15436	10	11	09	07	29	P	—	—	9N	26E
15437	4	05	18	46	04	P	—	—	7S	161W
15437	8	31	17	16	04	Pen	—	—	4S	13W
15437	9	30	11	31	46	Pen	—	—	5N	16E
15438	2	25	03	39	18	Pen	—	—	6N	163E
15438	3	26	11	20	06	Pen	—	—	2S	171W
15438	8	20	18	19	00	P	—	—	8S	23W
15439	2	14	17	32	03	T	—	—	10N	153E
15439	8	10	02	12	11	T	—	—	13S	33W
15440	2	04	00	39	35	T	—	—	14N	143E
15440	7	29	16	17	54	P	—	—	16S	44W
15441	1	23	01	39	56	Pen	—	—	18N	132E
15441	6	19	22	23	22	Pen	—	—	21S	86W
15441	7	19	08	24	34	Pen	—	—	20S	55W
15441	12	13	13	41	48	P	—	—	21N	90E
15442	6	09	09	02	18	P	—	—	21S	97W
15442	12	03	00	58	01	T	—	—	22N	79E
15443	5	29	12	29	31	T	—	—	21S	109W
15443	11	22	16	50	18	P	—	—	21N	68E
15444	5	17	12	20	35	P	—	—	20S	121W
15444	10	12	21	55	00	Pen	—	—	9N	28E
15444	11	11	08	44	44	Pen	—	—	20N	56E
15445	4	07	04	26	15	Pen	—	—	7S	159W
15445	5	06	16	05	48	Pen	—	—	18S	132W
15445	10	02	05	31	46	P	—	—	6N	18E
15446	3	27	18	35	16	P	—	—	4S	169W
15446	9	21	06	24	02	T	—	—	3N	7E
15447	3	17	11	27	27	T	—	—	0S	179W
15447	9	10	06	30	14	P	—	—	1S	4W
15448	3	06	02	22	16	P	—	—	3N	171E
15448	7	31	00	41	02	Pen	—	—	17S	42W
15448	8	29	12	38	35	Pen	—	—	5S	14W
15449	1	24	20	52	39	Pen	—	—	17N	134E
15449	7	20	15	48	31	P	—	—	19S	53W
15450	1	13	21	11	22	T	—	—	19N	123E
15450	7	10	07	40	48	T	—	—	20S	64W
15451	1	02	23	58	24	T	—	—	20N	111E
15451	6	29	19	40	48	P	—	—	21S	75W
15451	11	24	00	22	19	Pen	—	—	22N	69E
15451	12	23	09	49	32	Pen	—	—	21N	100E
15452	5	19	07	48	43	Pen	—	—	21S	119W
15452	6	18	00	36	43	Pen	—	—	21S	87W
15452	11	12	16	39	21	P	—	—	20N	58E
15453	5	08	08	05	25	P	—	—	18S	130W
15453	11	02	07	42	23	T	—	—	17N	47E
15454	4	27	13	49	52	T	—	—	14S	141W
15454	10	22	17	08	52	P	—	—	13N	37E
15455	4	17	02	40	16	P	—	—	10S	151W
15455	10	11	19	21	04	Pen	—	—	9N	26E
15456	3	07	11	27	36	Pen	—	—	2N	172E
15456	4	05	19	15	18	Pen	—	—	6S	161W
15456	8	31	02	27	27	P	—	—	4S	13W
15457	2	25	01	03	56	T	—	—	6N	163E
15457	8	20	10	39	21	T	—	—	9S	23W
15458	2	14	07	51	18	T	—	—	11N	153E
15458	8	10	00	53	42	P	—	—	13S	33W
15459	2	03	08	43	35	Pen	—	—	15N	143E
15459	7	01	06	41	19	Pen	—	—	20S	74W
15459	7	30	16	57	12	Pen	—	—	17S	43W
15459	12	24	21	21	53	P	—	—	21N	101E
15460	6	19	16	57	21	P	—	—	21S	85W
15460	12	13	09	00	43	T	—	—	22N	90E
15461	6	08	20	02	58	T	—	—	22S	97W
15461	12	03	01	03	38	P	—	—	22N	79E
15462	5	28	19	50	00	P	—	—	22S	109W
15462	10	24	06	10	56	Pen	—	—	13N	39E
15462	11	22	16	57	12	Pen	—	—	22N	68E
15463	4	18	12	09	21	Pen	—	—	10S	149W
15463	5	17	23	48	37	Pen	—	—	21S	121W
15463	10	13	13	31	00	P	—	—	10N	28E
15464	4	07	02	29	19	P	—	—	7S	160W
15464	10	01	14	14	29	T	—	—	7N	17E
15465	3	27	19	19	46	T	—	—	4S	169W
15465	9	20	14	31	37	P	—	—	3N	6E
15466	3	17	10	01	03	P	—	—	1S	179W
15466	8	11	09	09	38	Pen	—	—	14S	31W
15466	9	09	20	59	42	Pen	—	—	1S	4W
15467	2	05	04	01	20	Pen	—	—	14N	145E
15467	8	01	00	23	11	P	—	—	16S	42W
15468	1	25	04	18	02	T	—	—	17N	134E
15468	7	20	16	08	32	T	—	—	18S	53W
15469	1	13	07	25	14	T	—	—	19N	122E
15469	7	10	03	49	49	P	—	—	20S	64W
15469	12	04	08	30	20	Pen	—	—	23N	81E
15470	1	02	17	39	50	Pen	—	—	20N	111E
15470	5	30	15	16	24	Pen	—	—	23S	107W
15470	6	29	08	22	42	Pen	—	—	20S	76W
15470	11	24	00	56	26	P	—	—	22N	69E
15471	5	19	15	34	07	P	—	—	20S	119W
15471	11	13	15	54	51	T	—	—	19N	59E
15472	5	07	21	34	42	T	—	—	17S	130W
15472	11	02	01	06	14	P	—	—	16N	47E
15473	4	27	10	37	29	P	—	—	14S	140W
15473	10	22	03	07	20	Pen	—	—	12N	37E
15474	3	18	19	17	11	Pen	—	—	2S	178W
15474	4	17	03	13	32	Pen	—	—	10S	150W
15474	9	11	10	35	11	P	—	—	0S	2W
15475	3	08	08	36	40	P	—	—	2N	173E
15475	8	31	19	06	23	T	—	—	5S	12W
15476	2	25	15	01	17	T	—	—	7N	163E
15476	8	20	09	30	23	P	—	—	9S	22W
15477	2	13	15	45	56	Pen	—	—	11N	153E
15477	7	11	15	02	35	Pen	—	—	18S	62W
15477	8	10	01	30	51	Pen	—	—	14S	32W
15478	1	04	04	57	47	Pen	—	—	20N	113E
15478	7	01	00	56	44	P	—	—	21S	74W
15478	12	24	16	59	13	T	—	—	22N	102E
15479	6	20	03	40	36	T	—	—	22S	85W
15479	12	14	09	12	23	T	—	—	23N	91E
15480	6	08	03	25	03	P	—	—	23S	98W
15480	11	03	14	21	07	Pen	—	—	16N	49E
15480	12	03	01	02	55	Pen	—	—	23N	79E
15481	4	28	19	56	38	Pen	—	—	14S	139W
15481	5	28	07	37	46	Pen	—	—	22S	109W
15481	10	23	21	26	12	P	—	—	13N	38E
15482	4	18	10	26	32	P	—	—	11S	149W
15482	10	12	22	02	21	T	—	—	10N	27E
15483	4	08	03	13	49	T	—	—	8S	159W
15483	10	01	22	33	01	P	—	—	7N	17E
15484	3	27	17	38	49	P	—	—	5S	169W
15484	8	21	17	41	08	Pen	—	—	10S	20W
15484	9	20	05	22	16	Pen	—	—	4N	6E
15485	2	15	11	07	43	Pen	—	—	11N	155E
15485	8	11	09	00	00	P	—	—	13S	31W
15486	2	04	11	23	51	P	—	—	14N	144E
15486	8	01	00	38	00	T	—	—	15S	41W
15487	1	24	14	51	56	T	—	—	16N	133E
15487	7	21	11	59	34	P	—	—	17S	53W
15488	1	14	01	29	16	P	—	—	18N	122E
15488	7	09	16	11	16	Pen	—	—	19S	64W
15488	12	04	09	08	03	P	—	—	23N	81E
15489	5	29	23	09	01	P	—	—	22S	108W
15489	11	24	00	00	51	T	—	—	21N	70E
15490	5	19	05	26	00	T	—	—	20S	119W
15490	11	13	08	56	58	P	—	—	19N	59E
15491	5	08	18	39	44	P	—	—	17S	129W
15491	11	02	10	48	08	Pen	—	—	16N	48E
15492	3	29	03	06	02	Pen	—	—	6S	168W
15492	4	27	11	13	46	Pen	—	—	13S	140W
15492	9	21	18	43	03	P	—	—	4N	8E
15493	3	18	16	07	49	P	—	—	2S	177W
15493	9	11	03	33	59	T	—	—	1S	2W
15494	3	07	22	10	07	T	—	—	3N	173E
15494	8	31	18	08	29	P	—	—	5S	12W
15495	2	24	22	47	16	P	—	—	8N	163E
15495	7	22	23	26	00	Pen	—	—	16S	51W
15495	8	21	10	05	57	Pen	—	—	10S	22W
15496	1	15	12	32	49	Pen	—	—	18N	124E
15496	7	11	08	59	08	P	—	—	19S	62W
15497	1	04	00	54	43	T	—	—	20N	113E
15497	6	30	11	22	24	T	—	—	21S	74W
15497	12	24	17	18	14	T	—	—	22N	102E
15498	6	19	11	04	50	P	—	—	23S	86W
15498	11	14	22	26	58	Pen	—	—	18N	60E
15498	12	14	09	05	28	Pen	—	—	23N	91E
15499	5	10	03	49	06	Pen	—	—	16S	128W
15499	6	08	15	32	06	Pen	—	—	23S	98W
15499	11	04	05	16	13	P	—	—	16N	49E
15500	4	29	18	26	55	P	—	—	14S	139W
15500	10	24	05	46	01	T	—	—	14N	38E
15501	4	19	11	11	02	T	—	—	12S	149W
15501	10	13	06	29	57	P	—	—	11N	27E
15502	4	09	01	19	03	P	—	—	9S	159W
15502	9	03	02	12	28	Pen	—	—	6S	10W
15502	10	02	13	42	05	Pen	—	—	8N	16E
15503	2	27	18	12	14	Pen	—	—	7N	165E
15503	3	29	08	58	24	Pen	—	—	6S	169W
15503	8	23	17	37	23	P	—	—	9S	20W
15504	2	16	18	27	30	P	—	—	11N	154E
15504	8	12	09	09	38	T	—	—	12S	31W
15505	2	04	22	15	10	T	—	—	13N	144E
15505	8	01	20	13	12	P	—	—	15S	42W
15506	1	25	09	15	50	P	—	—	16N	133E
15506	7	22	00	03	01	Pen	—	—	17S	53W
15506	12	16	17	16	13	P	—	—	23N	93E
15507	6	11	06	49	06	P	—	—	23S	96W
15507	12	06	08	02	58	T	—	—	22N	81E
15508	5	30	13	21	12	T	—	—	21S	108W
15508	11	24	16	43	32	P	—	—	20N	70E
15509	5	20	02	45	53	P	—	—	19S	118W
15509	11	13	18	24	28	Pen	—	—	18N	58E
15510	4	10	10	57	56	Pen	—	—	10S	158W
15510	5	09	19	18	20	Pen	—	—	16S	129W
15510	10	04	02	49	20	P	—	—	8N	18E
15511	3	30	23	39	59	P	—	—	6S	167W
15511	9	23	12	00	17	T	—	—	3N	8E
15512	3	19	05	19	32	T	—	—	1S	177W
15512	9	12	02	45	10	P	—	—	1S	1W
15513	3	08	05	49	03	P	—	—	4N	173E
15513	8	03	07	51	44	Pen	—	—	13S	40W
15513	9	01	18	40	27	Pen	—	—	6S	11W
15514	1	26	20	05	42	Pen	—	—	15N	135E
15514	2	25	08	17	31	Pen	—	—	8N	163E
15514	7	23	17	03	15	P	—	—	17S	51W
15515	1	16	08	47	36	T	—	—	18N	125E
15515	7	12	19	08	32	T	—	—	20S	62W
15516	1	06	01	18	54	T	—	—	21N	114E
15516	6	30	18	50	24	P	—	—	22S	74W
15516	12	25	17	01	32	Pen	—	—	23N	103E
15517	5	21	11	46	45	Pen	—	—	19S	117W
15517	6	19	23	32	38	Pen	—	—	23S	86W
15517	11	15	13	00	28	P	—	—	19N	60E
15518	5	11	02	31	46	P	—	—	17S	127W
15518	11	04	13	26	41	T	—	—	17N	49E
15519	4	30	19	09	24	T	—	—	15S	138W
15519	10	24	14	26	09	P	—	—	14N	37E
15520	4	19	09	00	00	P	—	—	13S	149W
15520	9	13	10	44	23	Pen	—	—	2S	0E
15520	10	12	22	00	46	Pen	—	—	12N	27E
15521	3	10	01	16	10	Pen	—	—	3N	175E
15521	4	08	16	15	01	Pen	—	—	10S	160W
15521	9	03	02	15	30	P	—	—	5S	10W
15522	2	27	01	32	44	P	—	—	7N	165E
15522	8	23	17	40	24	T	—	—	8S	20W
15523	2	16	05	40	24	T	—	—	10N	154E
15523	8	13	04	26	32	P	—	—	11S	31W
15524	2	05	17	01	14	P	—	—	13N	144E
15524	8	01	07	56	47	Pen	—	—	14S	42W
15524	12	27	01	19	20	P	—	—	23N	104E
15525	1	25	09	09	04	Pen	—	—	15N	133E
15525	6	21	14	35	13	P	—	—	23S	84W
15525	12	16	15	58	01	T	—	—	22N	93E
15526	6	10	21	23	02	T	—	—	22S	96W
15526	12	06	00	23	28	P	—	—	22N	81E
15527	5	31	10	56	29	P	—	—	21S	107W
15527	11	25	01	55	29	Pen	—	—	20N	70E
15528	4	20	18	51	15	Pen	—	—	14S	147W
15528	5	20	03	26	21	Pen	—	—	19S	118W
15528	10	14	10	53	11	P	—	—	12N	29E
15529	4	10	07	13	00	P	—	—	10S	158W
15529	10	03	20	25	43	T	—	—	7N	18E
15530	3	30	12	29	48	T	—	—	5S	168W
15530	9	23	11	21	15	T	—	—	3N	8E
15531	3	19	12	52	16	P	—	—	0S	177W
15531	8	14	16	19	11	Pen	—	—	10S	30W
15531	9	13	03	15	24	Pen	—	—	2S	1W
15532	2	07	03	37	09	Pen	—	—	12N	145E
15532	3	07	15	35	34	Pen	—	—	4N	173E
15532	8	03	01	10	16	P	—	—	14S	40W
15533	1	26	16	38	55	T	—	—	16N	135E
15533	7	23	02	57	33	T	—	—	17S	51W
15534	1	16	09	17	08	T	—	—	19N	125E
15534	7	12	02	40	07	P	—	—	20S	62W
15535	1	06	00	54	51	P	—	—	21N	114E
15535	6	01	19	48	25	Pen	—	—	20S	105W
15535	7	01	07	36	46	Pen	—	—	23S	74W
15535	11	26	20	39	41	Pen	—	—	20N	72E
15536	5	21	10	40	30	P	—	—	19S	116W
15536	11	14	21	00	43	T	—	—	19N	60E
15537	5	11	03	12	14	T	—	—	18S	128W
15537	11	03	22	17	19	T	—	—	17N	48E
15538	4	30	16	44	15	P	—	—	16S	138W
15538	10	24	06	15	24	Pen	—	—	15N	37E
15539	3	21	08	20	49	Pen	—	—	0S	175W
15539	4	19	23	34	04	Pen	—	—	13S	149W
15539	9	14	10	52	53	P	—	—	1S	0E
15540	3	09	08	36	23	P	—	—	3N	175E
15540	9	03	02	12	28	T	—	—	4S	10W
15541	2	26	13	04	30	T	—	—	6N	164E
15541	8	23	12	41	02	P	—	—	8S	20W
15542	2	16	00	45	38	P	—	—	9N	154E
15542	8	12	15	53	08	Pen	—	—	11S	31W
15543	1	07	09	19	35	Pen	—	—	21N	116E
15543	2	05	17	02	49	Pen	—	—	12N	144E
15543	7	02	22	25	23	Pen	—	—	22S	73W
15543	12	27	23	49	55	T	—	—	22N	105E
15544	6	21	05	29	28	T	—	—	22S	84W
15544	12	16	07	58	13	T	—	—	22N	93E
15545	6	10	19	11	51	T	—	—	22S	96W
15545	12	05	09	22	19	Pen	—	—	21N	81E
15546	5	02	02	47	54	Pen	—	—	17S	137W
15546	5	31	11	37	58	Pen	—	—	20S	107W
15546	10	25	18	53	51	Pen	—	—	15N	39E
15547	4	21	14	48	28	P	—	—	13S	147W
15547	10	15	04	48	17	T	—	—	11N	29E
15548	4	09	19	41	05	T	—	—	9S	157W
15548	10	03	19	54	46	T	—	—	7N	19E
15549	3	29	19	57	47	P	—	—	4S	167W
15549	9	23	11	46	45	Pen	—	—	2N	9E
15550	2	17	11	08	26	Pen	—	—	8N	155E
15550	3	18	22	56	21	Pen	—	—	0N	177W
15550	8	14	09	17	51	P	—	—	10S	29W
15551	2	07	00	27	47	P	—	—	13N	145E
15551	8	03	10	49	00	T	—	—	15S	40W
15552	1	27	17	11	45	T	—	—	16N	136E
15552	7	22	10	35	02	T	—	—	18S	51W
15553	1	16	08	41	59	P	—	—	19N	126E
15553	7	11	15	47	05	Pen	—	—	21S	63W
15553	12	07	04	13	17	Pen	—	—	21N	83E
15554	6	01	18	53	25	P	—	—	21S	105W
15554	11	26	04	31	43	T	—	—	21N	72E
15555	5	22	11	17	48	T	—	—	20S	117W
15555	11	15	06	06	20	T	—	—	20N	60E
15556	5	11	00	30	05	P	—	—	19S	127W
15556	11	03	14	28	01	Pen	—	—	18N	48E
15557	3	31	15	26	55	Pen	—	—	4S	165W
15557	4	30	06	56	00	Pen	—	—	16S	139W
15557	9	24	19	28	16	P	—	—	3N	10E
15558	3	20	15	43	37	P	—	—	1S	176W
15558	9	14	10	42	23	T	—	—	0S	1E
15559	3	09	20	30	37	T	—	—	2N	174E
15559	9	03	20	54	14	P	—	—	4S	10W
15560	2	27	08	30	28	P	—	—	6N	164E
15560	8	22	23	49	29	Pen	—	—	7S	21W
15561	1	17	17	15	04	Pen	—	—	19N	127E
15561	2	16	00	54	34	Pen	—	—	9N	154E
15561	7	13	06	21	18	Pen	—	—	21S	61W
15562	1	07	07	36	11	T	—	—	21N	116E
15562	7	02	13	40	48	T	—	—	22S	72W
15562	12	27	15	27	04	T	—	—	21N	104E
15563	6	22	03	32	06	T	—	—	22S	84W
15563	12	16	16	42	23	Pen	—	—	21N	93E
15564	5	12	10	46	59	Pen	—	—	20S	126W
15564	6	10	19	53	45	Pen	—	—	21S	95W
15564	11	05	02	51	38	Pen	—	—	18N	50E
15565	5	01	22	26	15	P	—	—	16S	137W
15565	10	25	13	08	06	T	—	—	15N	39E
15566	4	21	02	55	14	T	—	—	13S	147W
15566	10	15	04	26	58	T	—	—	11N	29E
15567	4	10	03	04	45	P	—	—	8S	157W
15567	10	04	20	17	39	Pen	—	—	6N	19E
15568	2	28	18	40	01	Pen	—	—	4N	166E
15568	3	29	06	19	09	Pen	—	—	4S	168W
15568	8	24	17	26	26	P	—	—	7S	19W
15569	2	17	08	16	13	P	—	—	9N	156E
15569	8	13	18	42	28	T	—	—	11S	29W
15570	2	07	01	05	48	T	—	—	13N	146E
15570	8	02	18	31	23	T	—	—	15S	40W
15571	1	27	16	27	33	P	—	—	17N	136E
15571	7	23	00	00	17	Pen	—	—	19S	51W
15571	12	18	11	40	42	Pen	—	—	21N	95E
15572	6	12	03	10	30	P	—	—	21S	94W
15572	12	06	11	56	41	T	—	—	22N	83E
15573	6	01	19	28	07	T	—	—	21S	105W
15573	11	25	13	49	35	T	—	—	21N	71E
15574	5	22	08	20	41	P	—	—	21S	116W
15574	11	14	22	36	37	Pen	—	—	20N	60E
15575	4	11	22	34	10	Pen	—	—	8S	155W
15575	5	11	14	20	15	Pen	—	—	19S	128W
15575	10	06	04	02	12	P	—	—	7N	21E
15576	3	30	22	52	01	P	—	—	5S	166W
15576	9	24	19	11	16	T	—	—	4N	10E
15577	3	20	03	57	53	T	—	—	1S	176W
15577	9	14	05	07	26	P	—	—	0N	0E
15578	3	09	16	16	10	P	—	—	2N	174E
15578	9	03	07	46	07	Pen	—	—	3S	10W
15579	1	29	01	08	49	Pen	—	—	17N	138E
15579	2	27	08	46	27	Pen	—	—	5N	164E
15579	7	24	14	21	24	Pen	—	—	18S	50W
15580	1	18	15	18	25	T	—	—	19N	127E
15580	7	12	21	56	35	T	—	—	20S	61W
15581	1	06	22	51	35	T	—	—	20N	116E
15581	7	02	11	55	49	T	—	—	21S	72W
15581	12	26	23	58	59	Pen	—	—	21N	104E
15582	5	23	18	50	06	Pen	—	—	22S	115W
15582	6	22	04	13	17	Pen	—	—	21S	84W
15582	11	16	10	46	07	Pen	—	—	21N	61E
15583	5	13	06	06	11	P	—	—	19S	126W
15583	11	05	21	24	37	T	—	—	18N	50E
15584	5	01	10	12	25	T	—	—	16S	137W
15584	10	25	12	54	08	T	—	—	14N	40E
15585	4	20	10	16	36	P	—	—	12S	147W
15585	10	15	04	43	58	Pen	—	—	10N	30E
15586	3	11	02	13	20	Pen	—	—	1N	175E
15586	4	09	13	46	07	Pen	—	—	8S	157W
15586	9	05	01	33	18	Pen	—	—	2S	8W
15587	2	28	16	04	30	P	—	—	5N	166E
15587	8	25	02	37	32	T	—	—	7S	19W
15588	2	18	08	55	58	T	—	—	9N	156E
15588	8	13	02	32	29	T	—	—	12S	29W
15589	2	07	00	08	38	P	—	—	14N	147E
15589	8	02	08	17	39	Pen	—	—	16S	40W
15589	12	28	19	03	12	Pen	—	—	20N	106E
15590	6	23	11	32	12	P	—	—	21S	82W
15590	12	17	19	18	37	P	—	—	22N	94E
15591	6	13	03	40	45	T	—	—	22S	93W
15591	12	06	21	31	06	T	—	—	22N	83E
15592	6	01	16	13	52	P	—	—	22S	105W
15592	11	25	06	41	45	P	—	—	22N	71E
15593	5	21	21	49	06	Pen	—	—	21S	116W
15593	10	16	12	33	07	P	—	—	11N	32E
15594	4	11	06	04	53	P	—	—	9S	156W
15594	10	06	03	36	34	T	—	—	8N	21E
15595	3	31	11	29	02	T	—	—	5S	166W
15595	9	25	13	17	19	T	—	—	5N	10E
15596	3	20	00	02	44	P	—	—	2S	176W
15596	9	13	15	41	36	Pen	—	—	1N	0W
15597	2	08	08	59	25	Pen	—	—	13N	148E
15597	3	09	16	38	03	Pen	—	—	1N	174E
15597	8	03	22	24	23	Pen	—	—	15S	38W
15598	1	28	22	56	21	P	—	—	16N	138E
15598	7	24	06	16	33	T	—	—	18S	50W
15599	1	18	06	10	39	T	—	—	18N	127E
15599	7	13	20	23	25	T	—	—	19S	61W
15600	1	07	07	10	33	P	—	—	19N	115E
15600	7	02	12	37	09	Pen	—	—	20S	72W
15600	11	26	18	36	08	Pen	—	—	22N	73E
15601	5	23	13	50	09	P	—	—	21S	114W
15601	11	16	05	38	15	T	—	—	20N	62E
15602	5	12	17	32	29	T	—	—	19S	125W
15602	11	05	21	19	26	T	—	—	17N	51E
15603	5	01	17	31	46	P	—	—	15S	137W
15603	10	26	13	08	06	Pen	—	—	14N	40E
15604	3	21	09	47	48	Pen	—	—	4S	175W
15604	4	19	21	15	59	Pen	—	—	11S	147W
15604	9	15	09	39	53	Pen	—	—	2N	2E
15605	3	10	23	54	14	P	—	—	1N	176E
15605	9	04	10	31	17	T	—	—	3S	8W
15606	2	28	16	47	25	T	—	—	6N	167E
15606	8	24	10	33	53	T	—	—	8S	19W
15607	2	18	07	48	34	P	—	—	10N	157E
15607	8	13	16	36	54	Pen	—	—	12S	29W
15608	1	09	02	20	58	Pen	—	—	19N	117E
15608	2	07	16	46	16	Pen	—	—	14N	147E
15608	7	03	19	58	04	P	—	—	20S	70W
15608	12	28	02	34	22	P	—	—	21N	106E
15609	6	23	11	58	50	T	—	—	22S	81W
15609	12	17	05	08	00	T	—	—	22N	94E
15610	6	13	00	11	13	T	—	—	23S	93W
15610	12	06	14	43	00	P	—	—	23N	83E
15611	6	02	05	21	50	Pen	—	—	23S	105W
15611	10	27	21	00	51	P	—	—	14N	42E
15612	4	21	13	20	29	P	—	—	12S	146W
15612	10	16	11	59	34	T	—	—	12N	31E
15613	4	10	19	03	12	T	—	—	9S	156W
15613	10	05	21	24	28	T	—	—	8N	21E
15614	3	31	07	51	53	P	—	—	6S	166W
15614	9	24	23	36	14	Pen	—	—	5N	10E
15615	2	19	16	48	34	Pen	—	—	10N	159E
15615	3	21	00	29	48	Pen	—	—	3S	176W
15615	8	15	06	30	31	Pen	—	—	12S	27W
15616	2	09	06	31	49	P	—	—	13N	149E
15616	8	03	14	39	33	T	—	—	15S	38W
15617	1	28	13	26	32	T	—	—	15N	137E
15617	7	24	04	54	20	T	—	—	17S	49W
15618	1	17	14	20	15	P	—	—	17N	126E
15618	7	13	21	02	44	P	—	—	19S	60W
15618	12	08	02	23	25	Pen	—	—	23N	84E
15619	6	03	21	37	17	P	—	—	23S	103W
15619	11	27	13	47	08	T	—	—	22N	73E
15620	5	23	00	57	10	T	—	—	21S	115W
15620	11	16	05	39	07	T	—	—	20N	62E
15621	5	12	00	53	08	T	—	—	18S	126W
15621	11	05	21	25	55	P	—	—	17N	51E
15622	4	01	17	25	52	Pen	—	—	7S	165W
15622	5	01	04	51	53	Pen	—	—	14S	137W
15622	9	26	17	43	43	Pen	—	—	6N	12E
15623	3	22	07	43	49	P	—	—	3S	174W
15623	9	15	18	25	37	T	—	—	1N	1E
15624	3	11	00	37	17	T	—	—	1N	177E
15624	9	03	18	37	43	T	—	—	4S	8W
15625	2	28	15	25	46	P	—	—	6N	167E
15625	8	24	00	59	19	P	—	—	9S	19W
15626	1	19	09	35	16	Pen	—	—	17N	129E
15626	2	18	00	03	44	Pen	—	—	11N	157E
15626	7	15	04	26	58	P	—	—	18S	59W
15627	1	08	09	48	40	P	—	—	19N	117E
15627	7	04	20	19	32	T	—	—	21S	70W
15627	12	28	12	42	02	T	—	—	22N	106E
15628	6	23	08	11	28	T	—	—	22S	81W
15628	12	16	22	41	13	P	—	—	23N	95E
15629	6	12	12	58	36	Pen	—	—	23S	93W
15629	11	07	05	24	08	Pen	—	—	17N	53E
15629	12	06	14	02	49	Pen	—	—	24N	83E
15630	5	02	20	41	42	Pen	—	—	15S	135W
15630	10	27	20	18	05	T	—	—	15N	42E
15631	4	22	02	40	59	T	—	—	13S	146W
15631	10	17	05	27	44	T	—	—	12N	31E
15632	4	10	15	43	55	T	—	—	10S	156W
15632	10	05	07	26	41	Pen	—	—	9N	20E
15633	3	02	00	36	25	Pen	—	—	6N	169E
15633	3	31	08	23	25	Pen	—	—	7S	166W
15633	8	25	14	38	15	Pen	—	—	8S	17W
15634	2	19	14	04	59	P	—	—	9N	159E
15634	8	14	23	04	33	T	—	—	11S	28W
15635	2	08	20	38	58	T	—	—	12N	148E
