Year	Month	Day	Hour	Minute	Second	EclipseType	Magnitude1	Magnitude2	Latitude	Longitude
-12791	8	05	04	46	42	Pen	—	—	16S	146W
-12791	12	31	01	08	58	Pen	—	—	1N	4E
-12790	1	29	07	44	23	Pen	—	—	14N	29E
-12790	6	25	09	59	28	Pen	—	—	3N	176E
-12790	12	20	15	18	08	T	—	—	3S	6W
-12789	6	14	17	57	33	T	—	—	7N	165E
-12789	12	09	22	37	55	T	—	—	6S	16W
-12788	6	03	08	07	17	T	—	—	10N	155E
-12788	11	27	23	42	34	Pen	—	—	10S	26W
-12787	5	24	00	12	48	P	—	—	14N	145E
-12787	10	18	11	00	31	P	—	—	23S	66W
-12786	4	14	01	28	24	P	—	—	25N	104E
-12786	10	07	21	51	07	T	—	—	24S	77W
-12785	4	03	05	09	18	T	—	—	25N	93E
-12785	9	27	13	12	08	P	—	—	24S	89W
-12784	3	22	05	32	12	P	—	—	24N	81E
-12784	9	16	04	29	25	Pen	—	—	23S	101W
-12783	2	10	00	02	26	Pen	—	—	18N	40E
-12783	3	11	10	02	03	Pen	—	—	22N	69E
-12783	8	06	22	42	40	P	—	—	16S	144W
-12782	1	30	14	46	10	P	—	—	14N	30E
-12782	7	26	22	49	35	T	—	—	11S	155W
-12781	1	20	08	06	25	T	—	—	9N	21E
-12781	7	15	22	31	35	T	—	—	6S	165W
-12780	1	09	23	23	34	P	—	—	5N	12E
-12780	7	04	04	33	53	Pen	—	—	1S	176W
-12780	11	29	18	37	52	Pen	—	—	9S	24W
-12779	5	25	07	29	08	P	—	—	13N	146E
-12779	11	18	18	52	50	T	—	—	14S	34W
-12778	5	14	23	22	07	T	—	—	17N	136E
-12778	11	07	21	30	31	T	—	—	18S	45W
-12777	5	04	11	15	12	T	—	—	21N	125E
-12777	9	28	20	37	32	Pen	—	—	23S	87W
-12777	10	28	07	07	32	Pen	—	—	22S	56W
-12776	4	22	16	06	48	Pen	—	—	24N	114E
-12776	9	17	12	21	53	P	—	—	23S	99W
-12775	3	13	01	31	35	P	—	—	23N	71E
-12775	9	07	02	43	00	T	—	—	23S	111W
-12774	3	02	08	04	24	T	—	—	22N	60E
-12774	8	27	11	17	57	P	—	—	22S	123W
-12773	2	19	21	38	52	P	—	—	20N	49E
-12773	8	16	12	37	17	Pen	—	—	19S	135W
-12772	1	11	08	16	56	Pen	—	—	5N	13E
-12772	2	09	14	50	29	Pen	—	—	18N	39E
-12772	7	05	17	55	40	Pen	—	—	2S	174W
-12772	12	30	22	09	50	T	—	—	2N	4E
-12771	6	25	02	12	20	T	—	—	2N	175E
-12771	12	20	05	06	08	T	—	—	2S	6W
-12770	6	14	16	27	15	T	—	—	6N	165E
-12770	12	09	06	04	45	Pen	—	—	6S	16W
-12769	6	04	08	21	41	P	—	—	10N	155E
-12769	10	29	18	29	05	P	—	—	21S	54W
-12768	4	24	08	28	10	Pen	—	—	23N	116E
-12768	10	18	05	53	39	T	—	—	23S	65W
-12767	4	13	11	35	22	T	—	—	24N	104E
-12767	10	07	21	32	15	P	—	—	23S	77W
-12766	4	02	11	52	22	P	—	—	24N	92E
-12766	9	27	12	50	15	Pen	—	—	23S	89W
-12765	2	21	06	45	56	Pen	—	—	21N	51E
-12765	3	22	16	41	57	Pen	—	—	23N	81E
-12765	8	18	06	46	04	P	—	—	20S	133W
-12764	2	10	21	49	06	P	—	—	17N	41E
-12764	8	06	06	38	44	T	—	—	15S	144W
-12763	1	30	15	11	13	T	—	—	13N	31E
-12763	7	26	06	31	58	T	—	—	11S	155W
-12762	1	20	06	12	14	P	—	—	9N	21E
-12762	7	15	12	55	00	Pen	—	—	6S	165W
-12762	12	11	01	06	05	Pen	—	—	5S	14W
-12761	6	05	15	42	37	Pen	—	—	9N	157E
-12761	11	30	01	24	40	T	—	—	10S	25W
-12760	5	25	07	18	37	T	—	—	13N	146E
-12760	11	18	04	36	11	T	—	—	15S	34W
-12759	5	14	18	38	35	T	—	—	18N	137E
-12759	10	09	04	52	27	Pen	—	—	22S	75W
-12759	11	07	14	49	20	Pen	—	—	19S	45W
-12758	5	03	22	54	11	Pen	—	—	21N	125E
-12758	9	28	20	48	28	P	—	—	24S	87W
-12757	3	24	07	51	36	Pen	—	—	23N	83E
-12757	9	18	11	03	59	T	—	—	24S	99W
-12756	3	12	14	49	55	T	—	—	23N	71E
-12756	9	06	19	19	37	P	—	—	24S	111W
-12755	3	02	04	43	32	P	—	—	22N	60E
-12755	8	26	20	25	35	Pen	—	—	22S	124W
-12754	1	21	15	19	52	Pen	—	—	9N	23E
-12754	2	19	21	56	09	Pen	—	—	21N	49E
-12754	7	17	01	59	48	Pen	—	—	6S	164W
-12753	1	11	04	52	45	P	—	—	6N	13E
-12753	7	06	10	35	45	T	—	—	3S	174W
-12753	12	31	11	23	34	T	—	—	2N	3E
-12752	6	25	00	55	52	T	—	—	1N	176E
-12752	12	19	12	19	00	Pen	—	—	2S	7W
-12751	6	14	16	37	37	P	—	—	5N	166E
-12751	11	09	01	51	44	P	—	—	18S	43W
-12750	5	05	15	34	16	Pen	—	—	21N	128E
-12750	10	29	13	48	51	T	—	—	20S	54W
-12749	4	24	18	08	38	T	—	—	23N	116E
-12749	10	19	05	44	26	T	—	—	22S	65W
-12748	4	12	18	22	10	T	—	—	24N	104E
-12748	10	07	21	01	52	Pen	—	—	23S	77W
-12747	3	03	13	36	11	Pen	—	—	24N	62E
-12747	4	01	23	32	38	Pen	—	—	23N	92E
-12747	8	28	14	45	10	P	—	—	22S	121W
-12746	2	21	04	54	20	P	—	—	20N	51E
-12746	8	17	14	27	18	T	—	—	19S	133W
-12745	2	10	22	14	26	T	—	—	17N	41E
-12745	8	06	14	34	47	T	—	—	15S	144W
-12744	1	31	12	55	52	P	—	—	13N	31E
-12744	7	25	21	21	10	Pen	—	—	10S	155W
-12744	12	21	07	24	31	Pen	—	—	1S	5W
-12743	6	16	00	04	45	Pen	—	—	5N	167E
-12743	12	10	07	48	51	T	—	—	6S	14W
-12742	6	05	15	23	45	T	—	—	9N	157E
-12742	11	29	11	32	55	T	—	—	11S	24W
-12741	5	26	02	10	19	T	—	—	14N	147E
-12741	10	20	12	59	19	Pen	—	—	21S	64W
-12741	11	18	22	22	30	Pen	—	—	15S	34W
-12740	5	14	05	50	47	Pen	—	—	18N	136E
-12740	10	09	05	07	26	P	—	—	23S	75W
-12739	4	03	14	20	49	Pen	—	—	23N	94E
-12739	9	28	19	18	37	T	—	—	24S	87W
-12738	3	23	21	41	45	T	—	—	24N	83E
-12738	9	18	03	15	59	P	—	—	25S	99W
-12737	3	13	11	51	56	P	—	—	24N	71E
-12737	9	07	04	08	32	Pen	—	—	24S	112W
-12736	2	01	22	20	03	Pen	—	—	13N	33E
-12736	3	02	05	04	16	Pen	—	—	23N	60E
-12736	7	27	10	07	58	Pen	—	—	11S	153W
-12735	1	21	11	31	46	P	—	—	10N	23E
-12735	7	16	19	03	47	T	—	—	7S	164W
-12734	1	10	17	35	57	T	—	—	6N	13E
-12734	7	06	09	30	48	T	—	—	3S	174W
-12734	12	30	18	25	46	P	—	—	2N	3E
-12733	6	26	01	01	20	P	—	—	1N	175E
-12733	11	20	09	04	45	Pen	—	—	15S	33W
-12732	5	15	22	50	00	Pen	—	—	18N	138E
-12732	11	08	21	34	33	T	—	—	17S	43W
-12731	5	05	00	52	42	T	—	—	20N	127E
-12731	10	29	13	47	34	T	—	—	20S	54W
-12730	4	24	01	01	37	T	—	—	22N	115E
-12730	10	19	05	04	24	Pen	—	—	21S	65W
-12729	4	13	06	31	40	Pen	—	—	23N	104E
-12729	9	08	22	38	55	P	—	—	24S	109W
-12728	3	03	12	01	43	P	—	—	23N	62E
-12728	8	27	22	14	26	T	—	—	22S	122W
-12727	2	21	05	17	57	T	—	—	20N	51E
-12727	8	16	22	38	47	T	—	—	18S	133W
-12726	2	10	19	37	37	P	—	—	16N	42E
-12726	8	06	05	50	21	Pen	—	—	14S	144W
-12725	1	01	13	34	36	Pen	—	—	4N	5E
-12725	1	31	03	17	25	Pen	—	—	12N	31E
-12725	6	27	08	33	56	Pen	—	—	0S	177E
-12725	12	21	14	06	08	P	—	—	1S	5W
-12724	6	15	23	35	57	T	—	—	5N	168E
-12724	12	09	18	24	20	T	—	—	7S	15W
-12723	6	05	09	50	32	T	—	—	10N	158E
-12723	11	29	05	48	54	P	—	—	11S	24W
-12722	5	25	12	56	26	Pen	—	—	15N	147E
-12722	10	20	13	17	11	P	—	—	21S	64W
-12721	4	14	21	00	17	Pen	—	—	23N	105E
-12721	10	10	03	21	44	T	—	—	23S	75W
-12720	4	03	04	43	06	T	—	—	24N	94E
-12720	9	28	11	02	15	P	—	—	25S	87W
-12719	3	23	19	06	31	T	—	—	25N	83E
-12719	9	17	11	45	36	Pen	—	—	25S	99W
-12718	2	12	05	18	05	Pen	—	—	16N	43E
-12718	3	13	12	14	58	Pen	—	—	25N	71E
-12718	8	07	18	20	18	Pen	—	—	15S	143W
-12717	2	01	18	03	44	P	—	—	14N	33E
-12717	7	28	03	37	26	T	—	—	11S	153W
-12716	1	21	23	41	16	T	—	—	10N	23E
-12716	7	16	18	10	39	T	—	—	8S	164W
-12715	1	10	00	28	30	P	—	—	7N	12E
-12715	7	06	09	30	48	P	—	—	4S	174W
-12715	11	30	16	12	08	Pen	—	—	11S	22W
-12714	5	27	06	12	14	Pen	—	—	14N	149E
-12714	11	20	05	13	29	T	—	—	14S	33W
-12713	5	16	07	45	41	T	—	—	17N	138E
-12713	11	09	21	41	11	T	—	—	17S	43W
-12712	5	04	07	53	19	T	—	—	20N	126E
-12712	10	29	12	56	44	Pen	—	—	19S	54W
-12711	4	23	13	41	48	P	—	—	21N	115E
-12711	9	19	06	25	03	P	—	—	25S	97W
-12710	3	14	19	14	35	P	—	—	25N	73E
-12710	9	08	05	56	32	T	—	—	24S	110W
-12709	3	04	12	22	27	T	—	—	22N	62E
-12709	8	28	06	41	36	T	—	—	21S	122W
-12708	2	22	02	18	14	P	—	—	19N	52E
-12708	8	16	14	19	49	Pen	—	—	18S	133W
-12707	1	11	19	38	38	Pen	—	—	8N	14E
-12707	2	10	09	26	12	Pen	—	—	16N	41E
-12707	7	07	17	10	27	Pen	—	—	5S	173W
-12707	12	31	20	17	05	P	—	—	3N	4E
-12706	6	27	07	55	29	T	—	—	0N	178E
-12706	12	21	01	09	07	T	—	—	2S	5W
-12705	6	16	17	38	32	T	—	—	6N	168E
-12705	12	10	13	07	06	P	—	—	7S	14W
-12704	6	04	20	11	54	Pen	—	—	11N	157E
-12704	10	30	21	18	17	P	—	—	19S	52W
-12703	4	25	03	49	32	Pen	—	—	21N	117E
-12703	10	20	11	16	39	T	—	—	22S	63W
-12702	4	14	11	53	05	T	—	—	23N	106E
-12702	10	09	18	39	18	P	—	—	24S	75W
-12701	4	04	02	27	27	T	—	—	25N	94E
-12701	9	28	19	14	44	Pen	—	—	26S	87W
-12700	2	23	12	16	50	Pen	—	—	19N	53E
-12700	3	23	19	30	43	Pen	—	—	26N	83E
-12700	8	18	02	31	46	Pen	—	—	18S	131W
-12699	2	12	00	35	25	P	—	—	17N	43E
-12699	8	07	12	12	48	T	—	—	15S	143W
-12698	2	01	05	43	09	T	—	—	14N	33E
-12698	7	28	02	54	05	T	—	—	12S	153W
-12697	1	21	06	27	12	P	—	—	11N	22E
-12697	7	17	18	04	45	P	—	—	9S	164W
-12697	12	11	23	11	11	Pen	—	—	7S	13W
-12696	1	10	10	05	39	Pen	—	—	7N	12E
-12696	6	06	13	44	23	Pen	—	—	10N	160E
-12696	11	30	12	44	03	T	—	—	10S	22W
-12695	5	26	14	48	54	P	—	—	14N	149E
-12695	11	20	05	25	52	T	—	—	13S	33W
-12694	5	15	14	56	15	T	—	—	17N	137E
-12694	11	09	20	37	32	Pen	—	—	16S	43W
-12693	5	04	21	02	35	P	—	—	19N	126E
-12693	9	30	14	02	41	Pen	—	—	25S	85W
-12692	3	25	02	32	21	P	—	—	25N	85E
-12692	9	18	13	32	52	T	—	—	25S	97W
-12691	3	14	19	30	08	T	—	—	24N	74E
-12691	9	07	14	42	43	T	—	—	23S	110W
-12690	3	04	08	58	07	P	—	—	22N	63E
-12690	8	27	22	49	00	Pen	—	—	20S	122W
-12689	1	23	01	37	46	Pen	—	—	12N	24E
-12689	2	21	15	33	15	Pen	—	—	19N	52E
-12689	7	19	01	50	26	Pen	—	—	9S	162W
-12688	1	12	02	24	25	P	—	—	7N	14E
-12688	7	07	16	20	03	T	—	—	4S	173W
-12688	12	31	07	51	10	T	—	—	2N	5E
-12687	6	27	01	32	00	T	—	—	1N	178E
-12687	12	20	20	20	49	P	—	—	3S	5W
-12686	6	16	03	36	08	Pen	—	—	6N	168E
-12686	11	11	05	08	26	P	—	—	16S	41W
-12685	5	06	10	51	18	Pen	—	—	18N	128E
-12685	10	31	18	58	53	T	—	—	19S	52W
-12684	4	24	19	14	26	T	—	—	22N	117E
-12684	10	20	02	04	16	P	—	—	22S	63W
-12683	4	14	09	57	10	T	—	—	24N	106E
-12683	10	09	02	35	22	Pen	—	—	25S	75W
-12682	3	05	19	15	01	Pen	—	—	21N	64E
-12682	4	04	02	50	21	P	—	—	25N	95E
-12682	8	29	10	43	49	Pen	—	—	21S	120W
-12681	2	23	07	03	47	P	—	—	20N	54E
-12681	8	18	20	49	03	T	—	—	19S	131W
-12680	2	12	11	42	25	T	—	—	17N	43E
-12680	8	07	11	39	24	T	—	—	16S	142W
-12679	1	31	12	25	29	P	—	—	14N	32E
-12679	7	28	02	40	59	P	—	—	13S	153W
-12679	12	22	06	07	03	Pen	—	—	2S	3W
-12678	1	20	16	32	18	Pen	—	—	11N	22E
-12678	6	17	21	23	19	Pen	—	—	6N	169E
-12678	12	11	20	07	52	T	—	—	6S	13W
-12677	6	06	22	01	55	P	—	—	10N	159E
-12677	12	01	13	02	03	T	—	—	9S	22W
-12676	5	25	22	11	16	T	—	—	13N	148E
-12676	11	20	04	08	23	Pen	—	—	12S	33W
-12675	5	15	04	35	36	P	—	—	16N	137E
-12675	10	10	21	30	14	Pen	—	—	24S	73W
-12674	4	05	09	56	35	P	—	—	25N	96E
-12674	5	04	17	57	50	Pen	—	—	18N	126E
-12674	9	29	21	01	43	T	—	—	25S	85W
-12673	3	26	02	41	51	T	—	—	25N	85E
-12673	9	18	22	37	11	T	—	—	24S	98W
-12672	3	14	15	40	27	P	—	—	23N	74E
-12672	9	07	07	14	52	Pen	—	—	22S	110W
-12671	2	02	07	33	44	Pen	—	—	16N	34E
-12671	3	03	21	41	02	Pen	—	—	21N	63E
-12671	7	29	10	34	01	Pen	—	—	14S	152W
-12670	1	22	08	29	02	P	—	—	11N	23E
-12670	7	19	00	49	23	T	—	—	9S	162W
-12669	1	11	14	28	01	T	—	—	6N	14E
-12669	7	08	09	31	58	T	—	—	4S	172W
-12668	1	01	03	29	05	P	—	—	2N	5E
-12668	6	26	11	08	00	Pen	—	—	2N	178E
-12668	11	21	12	50	06	P	—	—	12S	31W
-12668	12	20	20	21	15	Pen	—	—	3S	4W
-12667	5	16	18	04	19	Pen	—	—	15N	139E
-12667	11	11	02	31	46	T	—	—	16S	41W
-12666	5	06	02	44	44	P	—	—	19N	128E
-12666	10	31	09	18	43	T	—	—	20S	52W
-12665	4	25	17	34	47	T	—	—	22N	118E
-12665	10	20	09	45	04	Pen	—	—	23S	63W
-12664	4	14	10	17	45	P	—	—	25N	106E
-12664	9	08	18	51	50	Pen	—	—	23S	108W
-12663	3	05	13	34	01	P	—	—	22N	65E
-12663	8	29	05	23	08	T	—	—	21S	120W
-12662	2	22	17	42	25	T	—	—	20N	53E
-12662	8	18	20	24	00	T	—	—	19S	132W
-12661	2	11	18	23	02	P	—	—	18N	42E
-12661	8	08	11	18	40	P	—	—	17S	143W
-12660	1	02	12	57	36	Pen	—	—	2N	7E
-12660	1	31	22	58	30	Pen	—	—	15N	32E
-12660	6	28	05	09	35	Pen	—	—	1N	180E
-12660	12	22	03	25	29	P	—	—	2S	3W
-12659	6	17	05	25	26	P	—	—	5N	169E
-12659	12	11	20	29	19	T	—	—	5S	13W
-12658	6	06	05	37	23	T	—	—	9N	158E
-12658	12	01	11	28	01	P	—	—	9S	23W
-12657	5	26	12	19	26	P	—	—	13N	147E
-12657	10	22	04	46	16	Pen	—	—	23S	61W
-12656	4	15	17	28	10	Pen	—	—	25N	108E
-12656	5	15	01	50	26	Pen	—	—	15N	137E
-12656	10	10	04	23	05	T	—	—	24S	74W
-12655	4	05	09	57	53	T	—	—	25N	97E
-12655	9	29	06	27	30	T	—	—	24S	86W
-12654	3	25	22	25	23	T	—	—	24N	85E
-12654	9	18	15	36	17	Pen	—	—	23S	97W
-12653	2	13	13	28	16	Pen	—	—	19N	44E
-12653	3	15	03	50	58	Pen	—	—	23N	74E
-12653	8	09	19	18	20	Pen	—	—	17S	141W
-12652	2	02	14	34	39	P	—	—	15N	34E
-12652	7	29	09	19	52	T	—	—	13S	152W
-12651	1	21	21	06	02	T	—	—	11N	24E
-12651	7	18	17	35	48	T	—	—	8S	162W
-12650	1	11	10	33	53	P	—	—	6N	15E
-12650	7	07	18	47	05	Pen	—	—	3S	172W
-12650	12	02	20	21	33	Pen	—	—	8S	21W
-12649	1	01	03	37	09	Pen	—	—	1N	6E
-12649	5	28	01	30	08	Pen	—	—	12N	149E
-12649	11	22	09	51	24	T	—	—	12S	30W
-12648	5	16	10	27	41	P	—	—	16N	139E
-12648	11	10	16	20	55	T	—	—	17S	41W
-12647	5	06	01	21	21	T	—	—	20N	128E
-12647	10	30	16	45	33	Pen	—	—	21S	52W
-12646	4	25	17	51	38	P	—	—	23N	118E
-12646	9	20	02	55	58	Pen	—	—	23S	96W
-12645	3	16	20	04	42	P	—	—	23N	76E
-12645	9	09	13	54	37	T	—	—	23S	108W
-12644	3	04	23	44	00	T	—	—	22N	64E
-12644	8	29	05	06	34	T	—	—	22S	120W
-12643	2	22	00	24	37	P	—	—	21N	52E
-12643	8	18	19	55	46	P	—	—	20S	131W
-12642	1	12	19	45	41	Pen	—	—	6N	16E
-12642	2	11	05	26	09	Pen	—	—	18N	42E
-12642	7	09	13	01	03	Pen	—	—	4S	170W
-12641	1	02	10	38	12	P	—	—	3N	7E
-12641	6	28	12	56	35	P	—	—	1N	179E
-12641	12	23	03	49	14	T	—	—	1S	3W
-12640	6	16	13	14	26	T	—	—	5N	168E
-12640	12	11	18	38	44	P	—	—	4S	12W
-12639	6	05	20	13	37	P	—	—	9N	158E
-12639	11	01	11	51	12	Pen	—	—	20S	50W
-12638	4	27	01	08	06	Pen	—	—	23N	119E
-12638	5	26	09	52	59	Pen	—	—	12N	148E
-12638	10	21	11	33	04	T	—	—	22S	61W
-12637	4	16	17	20	41	T	—	—	24N	108E
-12637	10	10	14	09	10	T	—	—	23S	74W
-12636	4	05	05	15	38	T	—	—	24N	97E
-12636	9	28	23	51	12	Pen	—	—	23S	86W
-12635	3	25	10	05	48	Pen	—	—	23N	85E
-12635	8	20	04	02	55	Pen	—	—	21S	130W
-12634	2	12	20	39	15	P	—	—	19N	44E
-12634	8	09	17	52	22	T	—	—	17S	140W
-12633	2	02	03	42	20	T	—	—	15N	34E
-12633	7	30	01	41	57	T	—	—	12S	151W
-12632	1	22	17	36	14	P	—	—	10N	24E
-12632	7	18	02	31	29	Pen	—	—	7S	162W
-12632	12	13	03	45	47	Pen	—	—	4S	11W
-12631	1	11	10	49	17	Pen	—	—	6N	15E
-12631	6	07	09	05	36	Pen	—	—	8N	159E
-12631	12	02	17	02	23	T	—	—	8S	21W
-12630	5	27	18	20	00	P	—	—	12N	149E
-12630	11	21	23	11	19	T	—	—	13S	31W
-12629	5	17	09	17	25	T	—	—	17N	139E
-12629	11	10	23	35	22	Pen	—	—	17S	41W
-12628	5	06	01	34	10	P	—	—	20N	129E
-12628	9	30	10	52	53	Pen	—	—	23S	84W
-12627	3	27	02	40	50	Pen	—	—	24N	87E
-12627	9	19	22	21	04	T	—	—	24S	96W
-12626	3	16	05	48	37	T	—	—	24N	75E
-12626	9	09	13	45	15	T	—	—	24S	107W
-12625	3	05	06	29	22	T	—	—	23N	63E
-12625	8	30	04	28	59	P	—	—	23S	120W
-12624	1	24	02	31	55	Pen	—	—	10N	26E
-12624	2	22	11	57	15	Pen	—	—	21N	52E
-12624	7	19	20	57	33	Pen	—	—	8S	160W
-12623	1	12	17	47	02	P	—	—	7N	16E
-12623	7	08	20	35	13	P	—	—	4S	171W
-12622	1	02	11	02	41	T	—	—	3N	7E
-12622	6	27	21	01	26	T	—	—	0N	179E
-12622	12	23	01	38	47	P	—	—	0S	3W
-12621	6	17	04	18	20	P	—	—	4N	168E
-12621	11	12	18	44	47	Pen	—	—	17S	39W
-12620	5	07	08	56	15	Pen	—	—	20N	131E
-12620	6	05	18	04	19	Pen	—	—	8N	158E
-12620	10	31	18	35	08	T	—	—	20S	50W
-12619	4	27	00	50	15	T	—	—	22N	120E
-12619	10	20	21	44	38	T	—	—	21S	62W
-12618	4	16	12	10	39	T	—	—	23N	108E
-12618	10	10	07	59	48	P	—	—	23S	74W
-12617	4	05	16	26	32	Pen	—	—	23N	96E
-12617	8	31	12	43	29	Pen	—	—	23S	118W
-12616	2	24	02	49	12	P	—	—	21N	54E
-12616	8	20	02	22	24	T	—	—	20S	129W
-12615	2	12	10	21	56	T	—	—	18N	44E
-12615	8	09	09	47	57	T	—	—	16S	140W
-12614	2	02	00	38	26	P	—	—	14N	34E
-12614	7	29	10	19	29	Pen	—	—	12S	151W
-12614	12	24	11	00	14	Pen	—	—	1N	2W
-12613	1	22	17	56	06	Pen	—	—	10N	25E
-12613	6	18	16	53	19	Pen	—	—	3N	170E
-12613	12	14	00	01	43	P	—	—	4S	11W
-12612	6	07	02	23	42	P	—	—	8N	160E
-12612	12	02	05	50	29	T	—	—	9S	20W
-12611	5	27	17	23	25	T	—	—	13N	150E
-12611	11	21	06	14	58	Pen	—	—	14S	31W
-12610	5	17	09	24	20	P	—	—	17N	140E
-12610	10	11	18	44	03	Pen	—	—	22S	72W
-12609	4	07	09	20	35	Pen	—	—	23N	98E
-12609	10	01	06	41	02	T	—	—	24S	83W
-12608	3	26	11	58	33	T	—	—	24N	87E
-12608	9	19	22	19	20	T	—	—	25S	96W
-12607	3	15	12	39	53	T	—	—	24N	75E
-12607	9	09	12	58	27	P	—	—	25S	107W
-12606	2	03	09	19	09	Pen	—	—	14N	36E
-12606	3	04	18	33	07	Pen	—	—	23N	64E
-12606	7	31	04	55	29	Pen	—	—	12S	149W
-12605	1	24	00	53	08	P	—	—	11N	26E
-12605	7	20	04	19	03	P	—	—	8S	161W
-12604	1	13	18	11	31	T	—	—	8N	16E
-12604	7	08	04	55	55	T	—	—	4S	171W
-12603	1	02	08	32	21	P	—	—	4N	7E
-12603	6	27	12	32	15	P	—	—	1S	179E
-12603	11	23	01	26	24	Pen	—	—	13S	29W
-12602	5	18	16	53	45	Pen	—	—	17N	142E
-12602	6	17	02	25	00	Pen	—	—	4N	168E
-12602	11	12	01	26	06	P	—	—	17S	40W
-12601	5	08	08	28	27	P	—	—	20N	130E
-12601	11	01	05	10	01	T	—	—	19S	51W
-12600	4	26	19	13	43	T	—	—	21N	119E
-12600	10	20	16	00	54	P	—	—	21S	62W
-12599	4	15	22	53	36	Pen	—	—	22N	108E
-12599	9	10	21	21	18	Pen	—	—	25S	106W
-12598	3	06	09	02	26	Pen	—	—	24N	65E
-12598	8	31	10	50	00	T	—	—	23S	117W
-12597	2	23	17	03	24	T	—	—	21N	54E
-12597	8	20	17	52	56	T	—	—	19S	129W
-12596	2	13	07	41	22	P	—	—	17N	44E
-12596	8	08	18	08	29	Pen	—	—	15S	140W
-12595	1	03	18	09	56	Pen	—	—	5N	8E
-12595	2	02	01	02	21	Pen	—	—	13N	35E
-12595	6	29	00	49	58	Pen	—	—	2S	180E
-12595	12	24	06	52	24	P	—	—	0N	1W
-12594	6	18	10	36	11	P	—	—	4N	170E
-12594	12	13	12	19	26	T	—	—	5S	11W
-12593	6	08	01	38	03	T	—	—	9N	161E
-12593	12	02	12	45	04	P	—	—	10S	20W
-12592	5	27	17	23	42	P	—	—	13N	150E
-12592	10	22	02	27	18	Pen	—	—	20S	61W
-12591	4	17	16	06	57	Pen	—	—	22N	110E
-12591	10	11	14	53	57	T	—	—	23S	72W
-12590	4	06	18	15	33	P	—	—	24N	98E
-12590	10	01	06	45	04	T	—	—	25S	83W
-12589	3	26	18	58	01	T	—	—	25N	86E
-12589	9	20	21	20	44	P	—	—	25S	95W
-12588	2	14	16	07	58	Pen	—	—	17N	46E
-12588	3	15	01	16	01	Pen	—	—	25N	74E
-12588	8	10	12	54	00	Pen	—	—	16S	138W
-12587	2	03	07	58	30	P	—	—	14N	36E
-12587	7	30	12	08	12	P	—	—	13S	150W
-12586	1	24	01	14	52	T	—	—	11N	26E
-12586	7	19	12	58	10	T	—	—	9S	161W
-12585	1	13	15	18	00	P	—	—	8N	16E
-12585	7	08	20	53	48	P	—	—	5S	171W
-12585	12	04	07	57	47	Pen	—	—	9S	19W
-12584	1	02	22	29	34	Pen	—	—	5N	6E
-12584	5	29	01	00	11	Pen	—	—	13N	152E
-12584	6	27	10	53	28	Pen	—	—	1S	178E
-12584	11	22	08	10	10	P	—	—	13S	29W
-12583	5	18	16	13	09	P	—	—	16N	141E
-12583	11	11	12	29	31	T	—	—	16S	40W
-12582	5	08	02	23	42	T	—	—	19N	130E
-12582	10	31	23	53	13	P	—	—	18S	51W
-12581	4	27	05	29	54	P	—	—	21N	119E
-12581	9	22	05	51	56	Pen	—	—	26S	93W
-12580	3	16	15	24	20	Pen	—	—	25N	76E
-12580	9	10	19	10	59	T	—	—	24S	105W
-12579	3	05	23	51	38	T	—	—	23N	65E
-12579	8	31	01	54	11	T	—	—	22S	117W
-12578	2	23	14	45	18	T	—	—	20N	55E
-12578	8	20	01	57	30	Pen	—	—	19S	129W
-12577	1	15	01	12	08	Pen	—	—	9N	17E
-12577	2	13	08	06	25	Pen	—	—	17N	45E
-12577	7	10	08	55	14	Pen	—	—	6S	170W
-12576	1	04	13	33	44	P	—	—	5N	8E
-12576	6	28	18	58	19	P	—	—	1S	180W
-12576	12	23	18	39	01	T	—	—	0S	1W
-12575	6	18	10	00	46	T	—	—	4N	170E
-12575	12	12	19	07	06	P	—	—	6S	11W
-12574	6	08	01	30	51	P	—	—	9N	161E
-12574	11	02	10	02	03	Pen	—	—	18S	49W
-12573	4	28	22	59	57	Pen	—	—	20N	121E
-12573	5	28	12	51	15	Pen	—	—	14N	151E
-12573	10	22	22	59	31	T	—	—	21S	60W
-12572	4	17	00	40	10	P	—	—	23N	110E
-12572	10	11	15	04	10	T	—	—	24S	71W
-12571	4	06	01	25	23	T	—	—	24N	98E
-12571	10	01	05	36	14	P	—	—	25S	83W
-12570	3	26	08	05	34	P	—	—	25N	86E
-12570	8	21	20	50	55	Pen	—	—	19S	127W
-12569	2	14	15	04	27	P	—	—	17N	46E
-12569	8	10	19	57	21	P	—	—	16S	139W
-12568	2	04	08	17	05	T	—	—	15N	36E
-12568	7	29	21	04	45	T	—	—	13S	150W
-12567	1	23	21	58	53	P	—	—	12N	26E
-12567	7	19	05	21	15	P	—	—	9S	161W
-12567	12	14	14	19	23	Pen	—	—	5S	9W
-12566	1	13	04	42	48	Pen	—	—	9N	16E
-12566	6	09	09	15	50	Pen	—	—	9N	162E
-12566	7	08	19	28	50	Pen	—	—	6S	172W
-12566	12	03	14	43	17	P	—	—	9S	19W
-12565	5	30	00	07	55	P	—	—	12N	152E
-12565	11	22	19	39	47	T	—	—	12S	29W
-12564	5	18	09	42	20	T	—	—	15N	142E
-12564	11	11	07	37	46	P	—	—	15S	40W
-12563	5	07	12	15	15	P	—	—	18N	130E
